time,gFx,gFy,gFz,TgF
0.281000,-0.0717,0.2381,0.7604,0.800
0.282000,-0.0316,0.2429,0.8437,0.879
0.282000,0.0108,0.2403,0.9411,0.971
0.283000,0.0448,0.2327,1.0617,1.088
0.283000,0.0646,0.2215,1.1780,1.200
0.284000,0.0558,0.2090,1.2598,1.278
0.285000,0.0240,0.1987,1.3122,1.327
0.285000,0.0074,0.1790,1.3376,1.350
0.286000,0.0008,0.1543,1.3288,1.338
0.286000,0.0086,0.1336,1.3030,1.310
0.287000,0.0084,0.1165,1.2588,1.264
0.288000,0.0018,0.1099,1.2070,1.212
0.288000,-0.0109,0.1060,1.1489,1.154
0.289000,-0.0336,0.1145,1.0903,1.097
0.290000,-0.0500,0.1323,1.0434,1.053
0.290000,-0.0651,0.1511,0.9948,1.008
0.291000,-0.0756,0.1692,0.9482,0.966
0.291000,-0.0822,0.1804,0.9077,0.929
0.292000,-0.0832,0.1882,0.8747,0.899
0.292000,-0.0849,0.1919,0.8444,0.870
0.293000,-0.0854,0.1973,0.8266,0.854
0.294000,-0.0834,0.2005,0.8156,0.844
0.294000,-0.0829,0.1987,0.8154,0.843
0.295000,-0.0819,0.2026,0.8215,0.850
0.295000,-0.0805,0.1997,0.8344,0.862
0.296000,-0.0741,0.2005,0.8505,0.877
0.298000,-0.0734,0.1973,0.8752,0.900
0.299000,-0.0675,0.1965,0.9079,0.931
0.299000,-0.0597,0.1968,0.9418,0.964
0.300000,-0.0561,0.1985,0.9804,1.002
0.301000,-0.0509,0.1926,1.0114,1.031
0.301000,-0.0548,0.1863,1.0393,1.057
0.301000,-0.0578,0.1758,1.0634,1.079
0.302000,-0.0602,0.1738,1.0771,1.093
0.302000,-0.0553,0.1624,1.0796,1.093
0.302000,-0.0565,0.1611,1.0730,1.086
0.303000,-0.0526,0.1629,1.0598,1.074
0.303000,-0.0470,0.1653,1.0356,1.050
0.303000,-0.0446,0.1724,1.0097,1.025
0.303000,-0.0399,0.1743,0.9897,1.006
0.304000,-0.0387,0.1814,0.9692,0.987
0.304000,-0.0353,0.1878,0.9538,0.973
0.304000,-0.0373,0.1926,0.9462,0.966
0.305000,-0.0380,0.1973,0.9401,0.961
0.305000,-0.0426,0.2005,0.9396,0.962
0.305000,-0.0502,0.2002,0.9438,0.966
0.305000,-0.0595,0.1970,0.9499,0.972
0.306000,-0.0683,0.1922,0.9616,0.983
0.306000,-0.0709,0.1865,0.9689,0.989
0.306000,-0.0758,0.1838,0.9763,0.996
0.307000,-0.0727,0.1804,0.9794,0.999
0.307000,-0.0707,0.1775,0.9819,1.000
0.307000,-0.0656,0.1768,0.9902,1.008
0.307000,-0.0639,0.1763,0.9990,1.016
0.308000,-0.0636,0.1775,1.0039,1.021
0.308000,-0.0629,0.1763,1.0066,1.024
0.308000,-0.0636,0.1755,1.0153,1.032
0.309000,-0.0595,0.1770,1.0207,1.038
0.309000,-0.0575,0.1763,1.0244,1.041
0.309000,-0.0531,0.1782,1.0266,1.043
0.309000,-0.0463,0.1782,1.0229,1.039
0.310000,-0.0424,0.1817,1.0205,1.037
0.310000,-0.0329,0.1831,1.0153,1.032
0.310000,-0.0265,0.1863,1.0124,1.030
0.310000,-0.0236,0.1865,1.0061,1.023
0.324000,-0.0243,0.1853,0.9963,1.014
0.325000,-0.0263,0.1873,0.9851,1.003
0.325000,-0.0297,0.1875,0.9780,0.996
0.360000,-0.0336,0.1848,0.9689,0.987
0.360000,-0.0387,0.1880,0.9680,0.987
0.361000,-0.0438,0.1914,0.9643,0.984
0.361000,-0.0490,0.1892,0.9589,0.979
0.361000,-0.0500,0.1863,0.9582,0.977
0.362000,-0.0492,0.1865,0.9560,0.975
0.362000,-0.0463,0.1853,0.9609,0.980
0.362000,-0.0407,0.1890,0.9641,0.983
0.369000,-0.0412,0.1900,0.9687,0.988
0.370000,-0.0358,0.1953,0.9697,0.990
0.408000,-0.0321,0.1970,0.9692,0.990
0.408000,-0.0297,0.2005,0.9682,0.989
0.409000,-0.0297,0.1978,0.9653,0.986
0.409000,-0.0314,0.2022,0.9582,0.980
0.409000,-0.0382,0.2017,0.9538,0.976
0.409000,-0.0426,0.2017,0.9543,0.976
0.409000,-0.0456,0.2039,0.9587,0.981
0.410000,-0.0465,0.2051,0.9594,0.982
0.418000,-0.0412,0.2051,0.9555,0.978
0.418000,-0.0429,0.1973,0.9467,0.968
0.428000,-0.0355,0.2063,0.9538,0.977
0.429000,-0.0368,0.2046,0.9480,0.970
0.432000,-0.0385,0.2019,0.9458,0.968
0.437000,-0.0390,0.2017,0.9465,0.969
0.455000,-0.0397,0.2041,0.9431,0.966
0.456000,-0.0419,0.2056,0.9428,0.966
