time,gFx,gFy,gFz,TgF
0.005000,0.1370,0.5389,0.7941,0.969
0.006000,0.1277,0.5250,0.8096,0.973
0.007000,0.1222,0.5116,0.8307,0.983
0.008000,0.1228,0.4958,0.8510,0.992
0.024000,0.1261,0.4822,0.8721,1.004
0.026000,0.1323,0.4727,0.8969,1.022
0.026000,0.1368,0.4660,0.9121,1.033
0.076000,0.1394,0.4623,0.9316,1.049
0.080000,0.1395,0.4637,0.9438,1.061
0.081000,0.1396,0.4628,0.9516,1.067
0.082000,0.1375,0.4628,0.9611,1.076
0.083000,0.1363,0.4611,0.9629,1.076
0.083000,0.1406,0.4586,0.9558,1.069
0.084000,0.1500,0.4548,0.9453,1.060
0.085000,0.1595,0.4548,0.9331,1.050
0.086000,0.1662,0.4572,0.9273,1.047
0.086000,0.1684,0.4630,0.9198,1.043
0.087000,0.1638,0.4688,0.9101,1.037
0.088000,0.1588,0.4752,0.9055,1.035
0.088000,0.1536,0.4830,0.8959,1.029
0.089000,0.1468,0.4920,0.8902,1.028
0.100000,0.1355,0.4989,0.8860,1.026
0.101000,0.1241,0.5086,0.8823,1.026
0.106000,0.1144,0.5177,0.8782,1.026
0.109000,0.1095,0.5224,0.8751,1.025
0.117000,0.1094,0.5267,0.8690,1.022
0.119000,0.1115,0.5242,0.8664,1.019
0.134000,0.1121,0.5192,0.8590,1.010
0.135000,0.1158,0.5143,0.8526,1.002
0.136000,0.1193,0.5082,0.8466,0.995
0.140000,0.1258,0.5067,0.8440,0.992
0.194000,0.1314,0.4979,0.8435,0.988
0.198000,0.1349,0.4890,0.8405,0.982
0.198000,0.1402,0.4801,0.8397,0.977
0.199000,0.1466,0.4722,0.8333,0.969
0.200000,0.1470,0.4690,0.8337,0.968
0.200000,0.1454,0.4686,0.8375,0.971
0.201000,0.1471,0.4708,0.8394,0.974
0.202000,0.1470,0.4754,0.8349,0.972
0.203000,0.1457,0.4782,0.8366,0.975
0.203000,0.1428,0.4850,0.8336,0.975
0.204000,0.1391,0.4867,0.8392,0.980
0.205000,0.1365,0.4928,0.8495,0.992
0.205000,0.1347,0.4961,0.8633,1.005
0.217000,0.1363,0.4991,0.8760,1.017
0.218000,0.1373,0.5003,0.8865,1.027
0.218000,0.1385,0.5009,0.8931,1.033
0.223000,0.1314,0.5002,0.8976,1.036
0.227000,0.1247,0.4968,0.9006,1.036
0.232000,0.1244,0.4951,0.9075,1.041
0.238000,0.1214,0.4915,0.9033,1.036
0.244000,0.1233,0.4889,0.9035,1.035
0.276000,0.1275,0.4829,0.8959,1.026
0.278000,0.1329,0.4795,0.8872,1.017
0.280000,0.1391,0.4733,0.8823,1.011
0.281000,0.1430,0.4690,0.8744,1.002
0.282000,0.1474,0.4694,0.8614,0.992
0.283000,0.1515,0.4694,0.8589,0.990
0.284000,0.1534,0.4708,0.8543,0.987
0.285000,0.1526,0.4735,0.8499,0.985
0.298000,0.1529,0.4768,0.8416,0.979
0.304000,0.1520,0.4807,0.8459,0.985
0.305000,0.1516,0.4832,0.8470,0.987
0.306000,0.1520,0.4859,0.8499,0.991
0.307000,0.1528,0.4865,0.8543,0.995
0.322000,0.1502,0.4824,0.8584,0.996
0.323000,0.1457,0.4812,0.8636,0.999
0.324000,0.1415,0.4809,0.8633,0.998
0.328000,0.1411,0.4823,0.8635,0.999
0.333000,0.1419,0.4831,0.8652,1.001
0.337000,0.1448,0.4818,0.8700,1.005
0.341000,0.1494,0.4773,0.8723,1.006
0.349000,0.1510,0.4719,0.8755,1.006
0.351000,0.1539,0.4694,0.8773,1.007
0.356000,0.1559,0.4634,0.8774,1.004
0.379000,0.1587,0.4603,0.8686,0.996
0.380000,0.1600,0.4633,0.8689,0.998
0.381000,0.1582,0.4675,0.8708,1.001
0.382000,0.1558,0.4724,0.8687,1.001
0.383000,0.1553,0.4746,0.8670,1.001
0.387000,0.1545,0.4804,0.8681,1.004
0.391000,0.1496,0.4843,0.8714,1.008
0.396000,0.1471,0.4845,0.8700,1.007
0.401000,0.1417,0.4875,0.8744,1.011
0.407000,0.1382,0.4878,0.8696,1.007
0.446000,0.1361,0.4840,0.8695,1.004
0.448000,0.1362,0.4848,0.8708,1.006
0.448000,0.1397,0.4844,0.8675,1.003
0.450000,0.1422,0.4834,0.8681,1.004
0.450000,0.1460,0.4810,0.8642,1.000
0.451000,0.1502,0.4806,0.8593,0.996
0.452000,0.1501,0.4785,0.8495,0.986
0.453000,0.1546,0.4759,0.8477,0.984
0.454000,0.1546,0.4725,0.8405,0.977
0.463000,0.1601,0.4728,0.8339,0.972
0.464000,0.1639,0.4755,0.8308,0.971
0.465000,0.1616,0.4783,0.8291,0.971
0.472000,0.1612,0.4790,0.8304,0.972
0.476000,0.1586,0.4811,0.8367,0.978
0.484000,0.1532,0.4829,0.8426,0.983
0.485000,0.1496,0.4826,0.8491,0.988
0.490000,0.1457,0.4867,0.8596,0.998
0.510000,0.1449,0.4873,0.8719,1.009
0.519000,0.1447,0.4867,0.8786,1.015
0.520000,0.1454,0.4866,0.8876,1.023
0.521000,0.1454,0.4846,0.8952,1.028
0.522000,0.1444,0.4826,0.9074,1.038
0.522000,0.1410,0.4836,0.9094,1.040
0.528000,0.1373,0.4826,0.9058,1.035
0.529000,0.1357,0.4810,0.9049,1.034
0.562000,0.1322,0.4812,0.8970,1.026
0.563000,0.1330,0.4854,0.8918,1.024
0.564000,0.1362,0.4859,0.8897,1.023
0.565000,0.1375,0.4881,0.8804,1.016
0.566000,0.1398,0.4873,0.8688,1.006
0.566000,0.1376,0.4848,0.8581,0.995
0.567000,0.1379,0.4871,0.8469,0.987
0.575000,0.1380,0.4866,0.8415,0.982
0.575000,0.1386,0.4892,0.8336,0.976
0.579000,0.1375,0.4909,0.8358,0.979
0.584000,0.1357,0.4887,0.8340,0.976
0.590000,0.1356,0.4889,0.8378,0.979
