time,gFx,gFy,gFz,TgF
0.004000,0.0836,0.5102,0.6456,0.827
0.005000,0.0867,0.5801,0.6193,0.853
0.006000,0.0928,0.6469,0.6061,0.891
0.006000,0.0960,0.6913,0.5978,0.919
0.007000,0.0942,0.6960,0.5810,0.912
0.016000,0.0983,0.6771,0.5582,0.883
0.016000,0.1090,0.6438,0.5270,0.839
0.020000,0.1307,0.6035,0.5046,0.797
0.027000,0.1616,0.5692,0.4828,0.764
0.030000,0.1930,0.5400,0.4803,0.748
0.034000,0.2165,0.5226,0.4850,0.745
0.038000,0.2295,0.5171,0.4927,0.750
0.049000,0.2311,0.5182,0.5137,0.765
0.050000,0.2184,0.5276,0.5447,0.789
0.057000,0.1899,0.5435,0.5789,0.816
0.090000,0.1535,0.5651,0.6207,0.853
0.094000,0.1133,0.5901,0.6678,0.898
0.095000,0.0701,0.6210,0.7204,0.954
0.095000,0.0214,0.6480,0.7719,1.008
0.096000,-0.0237,0.6696,0.8267,1.064
0.096000,-0.0553,0.6810,0.8736,1.109
0.097000,-0.0793,0.6830,0.9052,1.137
0.098000,-0.0855,0.6714,0.9334,1.153
0.098000,-0.0868,0.6559,0.9533,1.160
0.110000,-0.0847,0.6368,0.9717,1.165
0.111000,-0.0865,0.6167,0.9755,1.157
0.113000,-0.0908,0.5983,0.9823,1.154
0.118000,-0.0978,0.5849,0.9867,1.151
0.126000,-0.1041,0.5829,0.9996,1.162
0.130000,-0.1118,0.5921,1.0154,1.181
0.133000,-0.1146,0.6051,1.0304,1.200
0.138000,-0.1211,0.6241,1.0451,1.223
0.143000,-0.1289,0.6447,1.0591,1.247
0.148000,-0.1428,0.6692,1.0723,1.272
0.153000,-0.1566,0.6888,1.0944,1.303
0.157000,-0.1714,0.7067,1.1145,1.331
0.187000,-0.1892,0.7194,1.1130,1.339
0.189000,-0.2025,0.7254,1.1080,1.340
0.198000,-0.2103,0.7274,1.1005,1.336
0.200000,-0.2127,0.7271,1.0892,1.327
0.200000,-0.2051,0.7238,1.0761,1.313
0.202000,-0.1899,0.7210,1.0672,1.302
0.203000,-0.1745,0.7145,1.0618,1.292
0.205000,-0.1585,0.7107,1.0507,1.278
0.206000,-0.1440,0.7082,1.0474,1.273
0.208000,-0.1259,0.7059,1.0486,1.270
0.233000,-0.1099,0.7120,1.0454,1.270
0.234000,-0.0957,0.7158,1.0411,1.267
0.235000,-0.0896,0.7224,1.0321,1.263
0.236000,-0.0872,0.7315,1.0279,1.265
0.237000,-0.0843,0.7390,1.0229,1.265
0.239000,-0.0756,0.7445,1.0049,1.253
0.244000,-0.0668,0.7406,0.9830,1.233
0.251000,-0.0599,0.7342,0.9508,1.203
0.252000,-0.0528,0.7224,0.9127,1.165
0.257000,-0.0511,0.7118,0.8727,1.127
0.261000,-0.0530,0.7052,0.8375,1.096
0.267000,-0.0596,0.7070,0.8046,1.073
0.271000,-0.0700,0.7154,0.7701,1.053
0.293000,-0.0833,0.7278,0.7401,1.041
0.300000,-0.0950,0.7420,0.7122,1.033
0.301000,-0.1111,0.7552,0.6821,1.024
0.301000,-0.1257,0.7664,0.6533,1.015
0.302000,-0.1379,0.7756,0.6350,1.012
0.303000,-0.1419,0.7862,0.6269,1.015
0.315000,-0.1387,0.7939,0.6205,1.017
0.315000,-0.1173,0.7966,0.6163,1.014
0.316000,-0.0819,0.7953,0.6090,1.005
0.342000,-0.0377,0.7877,0.6043,0.994
0.343000,0.0078,0.7787,0.5966,0.981
0.344000,0.0532,0.7708,0.5895,0.972
0.345000,0.0918,0.7608,0.5830,0.963
0.346000,0.1265,0.7555,0.5729,0.957
0.347000,0.1513,0.7504,0.5726,0.956
0.358000,0.1710,0.7466,0.5739,0.957
0.359000,0.1853,0.7452,0.5801,0.962
0.362000,0.1937,0.7454,0.5863,0.968
0.365000,0.1947,0.7489,0.5969,0.977
0.370000,0.1862,0.7531,0.6182,0.992
0.375000,0.1649,0.7613,0.6396,1.008
0.384000,0.1347,0.7746,0.6704,1.033
0.387000,0.1000,0.7871,0.6988,1.057
0.392000,0.0644,0.7969,0.7229,1.078
0.399000,0.0400,0.8003,0.7445,1.094
0.405000,0.0181,0.7999,0.7520,1.098
0.406000,-0.0048,0.7983,0.7532,1.098
