time,gFx,gFy,gFz,TgF
0.009000,-0.3564,0.3940,0.8973,1.043
0.014000,-0.3327,0.3781,0.9549,1.080
0.014000,-0.3058,0.3593,1.0083,1.113
0.015000,-0.2843,0.3508,1.0450,1.138
0.016000,-0.2716,0.3503,1.0553,1.145
0.024000,-0.2615,0.3511,1.0508,1.138
0.024000,-0.2542,0.3516,1.0332,1.121
0.034000,-0.2502,0.3498,1.0042,1.092
0.035000,-0.2563,0.3471,0.9712,1.063
0.038000,-0.2692,0.3453,0.9387,1.036
0.043000,-0.2836,0.3438,0.9092,1.013
0.048000,-0.3011,0.3440,0.8922,1.003
0.053000,-0.3145,0.3464,0.8901,1.006
0.059000,-0.3273,0.3522,0.8968,1.018
0.062000,-0.3367,0.3586,0.8990,1.025
0.068000,-0.3372,0.3603,0.8979,1.025
0.072000,-0.3283,0.3595,0.8961,1.020
0.077000,-0.3166,0.3553,0.8944,1.013
0.082000,-0.3046,0.3527,0.8904,1.005
0.087000,-0.2953,0.3514,0.8822,0.994
0.100000,-0.2886,0.3555,0.8736,0.986
0.101000,-0.2829,0.3610,0.8701,0.984
0.103000,-0.2847,0.3662,0.8667,0.983
0.142000,-0.2875,0.3740,0.8699,0.990
0.148000,-0.2855,0.3779,0.8791,0.999
0.148000,-0.2862,0.3803,0.8864,1.006
0.149000,-0.2838,0.3804,0.8909,1.009
0.150000,-0.2816,0.3751,0.8948,1.010
0.151000,-0.2811,0.3704,0.8973,1.011
0.151000,-0.2828,0.3614,0.8987,1.009
0.152000,-0.2836,0.3536,0.8986,1.006
0.152000,-0.2855,0.3471,0.8951,1.002
0.153000,-0.2840,0.3429,0.8945,0.999
0.161000,-0.2829,0.3384,0.8945,0.997
0.163000,-0.2868,0.3401,0.8934,0.998
0.176000,-0.2935,0.3448,0.8923,1.001
0.176000,-0.2971,0.3464,0.8940,1.004
0.177000,-0.2988,0.3478,0.8888,1.000
0.181000,-0.2993,0.3479,0.8844,0.996
0.187000,-0.2991,0.3484,0.8814,0.994
0.191000,-0.2992,0.3500,0.8804,0.994
0.195000,-0.2987,0.3541,0.8753,0.990
0.200000,-0.2985,0.3545,0.8732,0.989
0.208000,-0.2991,0.3564,0.8734,0.990
0.230000,-0.2964,0.3571,0.8721,0.988
0.230000,-0.2935,0.3582,0.8730,0.988
0.231000,-0.2909,0.3547,0.8764,0.989
0.231000,-0.2888,0.3511,0.8710,0.983
0.239000,-0.2869,0.3499,0.8785,0.988
0.277000,-0.2818,0.3501,0.8915,0.998
0.280000,-0.2818,0.3501,0.8915,0.998
0.281000,-0.2817,0.3546,0.9025,1.010
0.282000,-0.2825,0.3554,0.9139,1.020
0.282000,-0.2803,0.3509,0.9212,1.025
0.282000,-0.2795,0.3459,0.9279,1.029
0.283000,-0.2773,0.3431,0.9287,1.028
0.284000,-0.2823,0.3382,0.9246,1.024
0.284000,-0.2839,0.3368,0.9174,1.018
0.285000,-0.2853,0.3352,0.9111,1.012
0.285000,-0.2877,0.3343,0.9041,1.006
0.291000,-0.2891,0.3349,0.8981,1.001
0.295000,-0.2935,0.3398,0.8948,1.001
0.299000,-0.2948,0.3390,0.8834,0.991
0.305000,-0.2975,0.3394,0.8760,0.985
0.310000,-0.2959,0.3381,0.8749,0.984
0.315000,-0.2966,0.3390,0.8764,0.985
0.319000,-0.2967,0.3363,0.8768,0.985
0.325000,-0.2917,0.3352,0.8777,0.984
0.329000,-0.2885,0.3331,0.8813,0.985
0.334000,-0.2855,0.3318,0.8819,0.985
0.340000,-0.2864,0.3363,0.8790,0.984
0.365000,-0.2876,0.3373,0.8783,0.984
0.365000,-0.2916,0.3385,0.8766,0.984
0.366000,-0.2928,0.3395,0.8754,0.984
0.366000,-0.2907,0.3403,0.8769,0.984
0.368000,-0.2888,0.3411,0.8759,0.983
0.370000,-0.2874,0.3412,0.8819,0.988
0.373000,-0.2839,0.3413,0.8846,0.990
0.409000,-0.2844,0.3409,0.8849,0.990
0.414000,-0.2846,0.3427,0.8866,0.992
0.415000,-0.2889,0.3425,0.8876,0.994
0.415000,-0.2905,0.3405,0.8906,0.997
0.416000,-0.2907,0.3380,0.8939,0.999
0.417000,-0.2890,0.3370,0.8944,0.999
0.418000,-0.2905,0.3359,0.8936,0.998
0.418000,-0.2915,0.3325,0.8915,0.995
0.419000,-0.2919,0.3333,0.8928,0.997
0.424000,-0.2922,0.3356,0.8862,0.992
0.429000,-0.2915,0.3337,0.8835,0.988
0.433000,-0.2923,0.3339,0.8833,0.988
0.438000,-0.2921,0.3340,0.8840,0.989
0.444000,-0.2927,0.3371,0.8866,0.993
0.449000,-0.2923,0.3411,0.8892,0.996
0.453000,-0.2952,0.3419,0.9005,1.007
0.458000,-0.2969,0.3428,0.9147,1.021
0.463000,-0.2971,0.3431,0.9209,1.027
0.468000,-0.3026,0.3420,0.9198,1.027
0.474000,-0.3075,0.3433,0.9161,1.026
0.480000,-0.3097,0.3399,0.9129,1.022
0.484000,-0.3090,0.3379,0.9100,1.019
0.488000,-0.3029,0.3370,0.9074,1.014
0.494000,-0.3015,0.3363,0.9020,1.009
0.551000,-0.2996,0.3395,0.9012,1.009
0.562000,-0.2984,0.3407,0.8983,1.006
0.564000,-0.2969,0.3420,0.9000,1.008
0.565000,-0.2924,0.3417,0.9019,1.008
0.567000,-0.2865,0.3418,0.9038,1.008
0.568000,-0.2854,0.3387,0.8987,1.002
0.569000,-0.2852,0.3400,0.8982,1.002
0.571000,-0.2904,0.3371,0.9006,1.005
0.572000,-0.2946,0.3403,0.9023,1.008
0.572000,-0.2984,0.3410,0.9052,1.012
0.573000,-0.3040,0.3351,0.9133,1.019
0.574000,-0.3040,0.3351,0.9133,1.019
0.575000,-0.3040,0.3351,0.9133,1.019
0.576000,-0.3040,0.3321,0.9063,1.012
0.577000,-0.3046,0.3288,0.9005,1.006
0.578000,-0.3037,0.3246,0.8946,0.999
0.579000,-0.3020,0.3230,0.8895,0.993
0.580000,-0.2981,0.3225,0.8885,0.991
0.604000,-0.2972,0.3189,0.8855,0.987
0.605000,-0.2937,0.3176,0.8813,0.982
0.606000,-0.2922,0.3169,0.8838,0.983
0.607000,-0.2863,0.3130,0.8844,0.981
0.607000,-0.2805,0.3133,0.8837,0.979
0.613000,-0.2760,0.3108,0.8844,0.977
0.616000,-0.2714,0.3072,0.8858,0.976
0.621000,-0.2723,0.3039,0.8846,0.974
0.627000,-0.2757,0.3020,0.8876,0.977
0.660000,-0.2784,0.3031,0.8892,0.980
0.669000,-0.2806,0.3001,0.8855,0.976
0.670000,-0.2836,0.3008,0.8838,0.976
0.671000,-0.2869,0.3006,0.8825,0.975
0.671000,-0.2910,0.3003,0.8801,0.974
0.672000,-0.2934,0.3043,0.8797,0.976
0.673000,-0.2946,0.3079,0.8838,0.981
0.674000,-0.2946,0.3095,0.8804,0.979
0.675000,-0.2974,0.3094,0.8723,0.972
0.675000,-0.3007,0.3102,0.8650,0.967
0.705000,-0.3055,0.3136,0.8636,0.968
0.706000,-0.3072,0.3134,0.8620,0.967
0.707000,-0.3098,0.3136,0.8570,0.964
0.708000,-0.3125,0.3114,0.8559,0.963
0.709000,-0.3162,0.3076,0.8502,0.958
0.710000,-0.3164,0.3038,0.8446,0.952
0.711000,-0.3221,0.3012,0.8429,0.951
0.715000,-0.3221,0.2962,0.8440,0.951
0.721000,-0.3225,0.2968,0.8458,0.953
0.727000,-0.3244,0.2957,0.8466,0.954
0.732000,-0.3237,0.2973,0.8481,0.955
0.734000,-0.3222,0.2963,0.8523,0.958
0.740000,-0.3158,0.2929,0.8597,0.962
0.745000,-0.3047,0.2918,0.8714,0.968
0.750000,-0.2977,0.2902,0.8807,0.974
0.755000,-0.2941,0.2867,0.8816,0.973
0.827000,-0.2948,0.2872,0.8802,0.972
0.835000,-0.2974,0.2825,0.8725,0.964
0.836000,-0.2962,0.2792,0.8750,0.965
0.838000,-0.2934,0.2835,0.8824,0.972
0.838000,-0.2963,0.2863,0.8783,0.970
0.839000,-0.2968,0.2825,0.8695,0.961
0.840000,-0.2949,0.2750,0.8682,0.957
0.842000,-0.2961,0.2701,0.8694,0.957
0.843000,-0.2979,0.2708,0.8771,0.965
0.845000,-0.2963,0.2735,0.8800,0.968
0.845000,-0.2976,0.2795,0.8813,0.971
0.847000,-0.2956,0.2811,0.8885,0.978
0.847000,-0.2900,0.2783,0.8868,0.974
0.848000,-0.2951,0.2780,0.8948,0.982
0.849000,-0.2928,0.2811,0.9154,1.001
0.850000,-0.2890,0.2804,0.9398,1.022
0.851000,-0.2883,0.2855,0.9538,1.036
0.852000,-0.2869,0.2878,0.9551,1.038
0.852000,-0.2788,0.2895,0.9606,1.041
0.853000,-0.2650,0.2918,0.9682,1.045
0.861000,-0.2492,0.2917,0.9698,1.043
0.863000,-0.2419,0.2965,0.9933,1.064
0.868000,-0.2392,0.3030,1.0279,1.098
0.873000,-0.2295,0.3086,1.0593,1.127
0.878000,-0.2221,0.3143,1.0716,1.139
0.883000,-0.2193,0.3164,1.0727,1.140
0.888000,-0.2163,0.3163,1.0731,1.139
0.893000,-0.2100,0.3148,1.0746,1.139
0.928000,-0.1999,0.3089,1.0757,1.137
0.935000,-0.1932,0.3081,1.0789,1.139
0.936000,-0.1856,0.3036,1.0833,1.140
0.937000,-0.1772,0.3006,1.0790,1.134
0.938000,-0.1647,0.2988,1.0719,1.125
0.938000,-0.1508,0.2938,1.0619,1.112
0.939000,-0.1319,0.2902,1.0453,1.093
0.941000,-0.1183,0.2953,1.0301,1.078
0.942000,-0.1087,0.3034,1.0046,1.055
0.942000,-0.1044,0.3125,0.9797,1.034
0.948000,-0.0989,0.3232,0.9610,1.019
0.953000,-0.0966,0.3301,0.9453,1.006
0.957000,-0.0953,0.3338,0.9387,1.001
0.962000,-0.0946,0.3357,0.9323,0.995
0.967000,-0.0971,0.3340,0.9259,0.989
0.973000,-0.0986,0.3306,0.9227,0.985
0.977000,-0.0934,0.3264,0.9161,0.977
0.983000,-0.0936,0.3192,0.9167,0.975
0.987000,-0.0921,0.3117,0.9177,0.974
0.991000,-0.0911,0.3062,0.9196,0.973
0.997000,-0.0931,0.3037,0.9257,0.979
1.001000,-0.0935,0.3017,0.9312,0.983
1.007000,-0.0938,0.3021,0.9405,0.992
1.013000,-0.0948,0.2990,0.9519,1.002
1.018000,-0.0962,0.2985,0.9604,1.010
1.022000,-0.0966,0.2925,0.9644,1.012
1.032000,-0.0951,0.2879,0.9664,1.013
1.040000,-0.1011,0.2847,0.9657,1.012
1.041000,-0.1016,0.2834,0.9707,1.016
1.042000,-0.1037,0.2830,0.9669,1.013
