time,gFx,gFy,gFz,TgF
0.353000,-0.1027,0.3030,0.7450,0.811
0.355000,-0.0297,0.3189,0.8437,0.902
0.355000,0.0636,0.3328,0.9616,1.020
0.356000,0.1444,0.3445,1.0625,1.126
0.357000,0.2052,0.3445,1.1552,1.223
0.357000,0.2462,0.3347,1.2270,1.295
0.358000,0.2579,0.3242,1.2681,1.334
0.358000,0.2421,0.3062,1.2861,1.344
0.359000,0.2076,0.2947,1.2759,1.326
0.360000,0.1622,0.2908,1.2505,1.294
0.360000,0.1058,0.2888,1.1982,1.237
0.361000,0.0477,0.2881,1.1374,1.174
0.361000,-0.0048,0.2871,1.0754,1.113
0.362000,-0.0451,0.2869,1.0158,1.057
0.363000,-0.0622,0.2857,0.9648,1.008
0.363000,-0.0670,0.2857,0.9211,0.967
0.364000,-0.0648,0.2854,0.8806,0.928
0.365000,-0.0595,0.2830,0.8564,0.904
0.365000,-0.0473,0.2847,0.8373,0.886
0.366000,-0.0360,0.2862,0.8259,0.875
0.367000,-0.0238,0.2923,0.8190,0.870
0.367000,-0.0136,0.2954,0.8171,0.869
0.368000,-0.0011,0.3047,0.8288,0.883
0.369000,0.0152,0.3115,0.8395,0.896
0.370000,0.0260,0.3135,0.8561,0.912
0.370000,0.0267,0.3150,0.8740,0.929
0.371000,0.0275,0.3111,0.8935,0.946
0.371000,0.0223,0.3054,0.9094,0.960
0.371000,0.0126,0.2989,0.9226,0.970
0.371000,0.0099,0.2942,0.9340,0.979
0.372000,0.0018,0.2932,0.9365,0.981
0.372000,-0.0036,0.2927,0.9355,0.980
0.372000,-0.0084,0.2871,0.9313,0.975
0.373000,-0.0177,0.2842,0.9243,0.967
0.373000,-0.0263,0.2840,0.9182,0.961
0.373000,-0.0314,0.2764,0.9184,0.960
0.374000,-0.0336,0.2705,0.9099,0.950
0.374000,-0.0375,0.2674,0.9064,0.946
0.374000,-0.0414,0.2649,0.9064,0.945
0.374000,-0.0421,0.2627,0.9169,0.955
0.375000,-0.0441,0.2612,0.9270,0.964
0.375000,-0.0377,0.2571,0.9338,0.969
0.375000,-0.0390,0.2534,0.9379,0.972
0.375000,-0.0409,0.2481,0.9438,0.977
0.376000,-0.0368,0.2466,0.9504,0.983
0.376000,-0.0280,0.2466,0.9570,0.989
0.376000,-0.0243,0.2449,0.9611,0.992
0.377000,-0.0150,0.2534,0.9689,1.002
0.377000,-0.0033,0.2603,0.9777,1.012
0.377000,0.0101,0.2649,0.9843,1.019
0.377000,0.0235,0.2669,0.9953,1.031
0.378000,0.0370,0.2620,0.9997,1.034
0.378000,0.0484,0.2578,1.0066,1.040
0.378000,0.0599,0.2544,1.0144,1.047
0.378000,0.0636,0.2498,1.0200,1.052
0.379000,0.0633,0.2449,1.0266,1.057
0.379000,0.0555,0.2412,1.0273,1.057
0.379000,0.0419,0.2439,1.0312,1.060
0.380000,0.0336,0.2395,1.0339,1.062
0.380000,0.0275,0.2361,1.0310,1.058
0.380000,0.0238,0.2334,1.0368,1.063
0.381000,0.0216,0.2356,1.0429,1.069
0.381000,0.0177,0.2398,1.0485,1.076
0.381000,0.0113,0.2427,1.0559,1.083
0.382000,0.0101,0.2490,1.0576,1.087
0.382000,0.0025,0.2542,1.0507,1.081
0.382000,0.0011,0.2600,1.0410,1.073
0.382000,0.0013,0.2632,1.0322,1.065
0.383000,-0.0006,0.2608,1.0217,1.054
0.383000,0.0082,0.2605,1.0092,1.042
0.383000,0.0091,0.2588,1.0044,1.037
0.384000,0.0111,0.2608,1.0004,1.034
0.384000,0.0152,0.2603,0.9965,1.030
0.384000,0.0162,0.2608,0.9936,1.027
0.384000,0.0126,0.2612,0.9887,1.023
0.385000,0.0108,0.2630,0.9873,1.022
0.385000,0.0074,0.2610,0.9768,1.011
0.385000,0.0035,0.2571,0.9660,1.000
0.385000,-0.0040,0.2564,0.9538,0.988
0.386000,-0.0060,0.2569,0.9431,0.977
0.386000,-0.0058,0.2603,0.9306,0.966
0.386000,-0.0060,0.2654,0.9216,0.959
0.399000,-0.0033,0.2727,0.9177,0.957
0.400000,-0.0038,0.2796,0.9172,0.959
0.400000,-0.0065,0.2810,0.9145,0.957
0.428000,-0.0062,0.2810,0.9189,0.961
0.429000,-0.0097,0.2774,0.9238,0.965
0.429000,-0.0119,0.2776,0.9321,0.973
0.430000,-0.0133,0.2700,0.9423,0.980
0.430000,-0.0153,0.2630,0.9553,0.991
0.430000,-0.0170,0.2551,0.9670,1.000
0.438000,-0.0177,0.2544,0.9804,1.013
0.439000,-0.0136,0.2476,0.9897,1.020
0.462000,-0.0143,0.2444,0.9953,1.025
0.463000,-0.0128,0.2434,0.9973,1.027
0.463000,-0.0109,0.2388,0.9968,1.025
0.464000,-0.0119,0.2437,0.9902,1.020
0.464000,-0.0123,0.2424,0.9870,1.016
0.471000,-0.0170,0.2454,0.9792,1.010
0.482000,-0.0224,0.2508,0.9689,1.001
0.483000,-0.0331,0.2500,0.9616,0.994
0.483000,-0.0426,0.2520,0.9519,0.986
0.488000,-0.0502,0.2520,0.9416,0.976
0.499000,-0.0543,0.2503,0.9338,0.968
0.500000,-0.0578,0.2520,0.9306,0.966
0.502000,-0.0587,0.2503,0.9282,0.963
0.523000,-0.0553,0.2449,0.9309,0.964
0.524000,-0.0490,0.2449,0.9335,0.966
0.524000,-0.0456,0.2420,0.9335,0.965
0.525000,-0.0429,0.2422,0.9301,0.962
0.532000,-0.0412,0.2437,0.9316,0.964
0.533000,-0.0385,0.2439,0.9370,0.969
0.536000,-0.0363,0.2490,0.9377,0.971
0.549000,-0.0385,0.2537,0.9401,0.975
0.551000,-0.0426,0.2578,0.9404,0.976
0.552000,-0.0424,0.2603,0.9448,0.981
0.568000,-0.0468,0.2605,0.9475,0.984
0.569000,-0.0458,0.2517,0.9506,0.984
0.570000,-0.0521,0.2456,0.9533,0.986
0.572000,-0.0570,0.2337,0.9558,0.986
0.585000,-0.0631,0.2276,0.9548,0.984
0.586000,-0.0695,0.2207,0.9587,0.986
0.587000,-0.0727,0.2180,0.9682,0.995
0.606000,-0.0800,0.2180,0.9741,1.001
0.608000,-0.0868,0.2190,0.9853,1.013
0.609000,-0.0863,0.2205,0.9934,1.021
0.610000,-0.0802,0.2268,1.0029,1.031
0.614000,-0.0695,0.2295,1.0090,1.037
0.615000,-0.0534,0.2324,1.0105,1.038
0.620000,-0.0419,0.2346,1.0131,1.041
0.647000,-0.0333,0.2366,1.0173,1.045
0.648000,-0.0272,0.2339,1.0153,1.042
0.648000,-0.0238,0.2368,1.0207,1.048
0.649000,-0.0197,0.2393,1.0183,1.046
0.649000,-0.0226,0.2371,1.0178,1.045
0.650000,-0.0285,0.2393,1.0180,1.046
0.656000,-0.0365,0.2310,1.0136,1.040
0.665000,-0.0475,0.2266,1.0092,1.035
0.665000,-0.0509,0.2258,1.0048,1.031
0.669000,-0.0521,0.2210,1.0012,1.027
0.684000,-0.0565,0.2195,0.9970,1.022
0.685000,-0.0526,0.2219,0.9914,1.017
0.685000,-0.0463,0.2227,0.9902,1.016
0.688000,-0.0429,0.2215,0.9802,1.006
0.706000,-0.0392,0.2229,0.9751,1.001
0.708000,-0.0309,0.2276,0.9660,0.993
0.709000,-0.0182,0.2322,0.9589,0.987
0.711000,-0.0087,0.2410,0.9514,0.981
0.713000,-0.0009,0.2500,0.9492,0.982
0.717000,0.0079,0.2581,0.9448,0.979
0.722000,0.0135,0.2669,0.9484,0.985
0.744000,0.0067,0.2696,0.9492,0.987
0.746000,0.0050,0.2693,0.9480,0.985
0.746000,-0.0016,0.2656,0.9494,0.986
0.747000,-0.0114,0.2605,0.9470,0.982
0.747000,-0.0209,0.2576,0.9506,0.985
0.752000,-0.0255,0.2525,0.9548,0.988
0.756000,-0.0333,0.2434,0.9597,0.991
0.761000,-0.0407,0.2393,0.9575,0.988
0.766000,-0.0438,0.2385,0.9606,0.991
0.770000,-0.0470,0.2337,0.9587,0.988
0.777000,-0.0460,0.2334,0.9619,0.991
0.780000,-0.0377,0.2329,0.9599,0.988
0.785000,-0.0351,0.2337,0.9584,0.987
0.790000,-0.0294,0.2363,0.9580,0.987
0.801000,-0.0253,0.2407,0.9514,0.982
0.802000,-0.0224,0.2429,0.9475,0.978
0.804000,-0.0250,0.2422,0.9467,0.978
0.809000,-0.0285,0.2451,0.9421,0.974
0.816000,-0.0316,0.2456,0.9414,0.973
0.819000,-0.0341,0.2476,0.9418,0.974
0.824000,-0.0307,0.2481,0.9475,0.980
0.842000,-0.0309,0.2490,0.9482,0.981
0.844000,-0.0243,0.2522,0.9606,0.994
0.844000,-0.0175,0.2551,0.9733,1.006
0.844000,-0.0114,0.2561,0.9856,1.018
0.848000,-0.0043,0.2603,0.9931,1.027
0.853000,0.0016,0.2571,0.9990,1.032
0.859000,0.0084,0.2556,1.0004,1.033
0.862000,0.0157,0.2498,0.9963,1.027
0.868000,0.0177,0.2466,0.9934,1.024
0.873000,0.0213,0.2427,0.9914,1.021
0.877000,0.0228,0.2451,0.9873,1.017
0.882000,0.0211,0.2481,0.9819,1.013
0.887000,0.0143,0.2532,0.9736,1.006
0.906000,0.0072,0.2508,0.9626,0.995
0.908000,-0.0026,0.2517,0.9553,0.988
0.909000,-0.0084,0.2508,0.9462,0.979
0.910000,-0.0084,0.2512,0.9409,0.974
0.912000,-0.0067,0.2549,0.9333,0.968
0.917000,-0.0060,0.2525,0.9255,0.959
0.921000,-0.0065,0.2508,0.9248,0.958
0.943000,-0.0080,0.2510,0.9265,0.960
0.944000,-0.0077,0.2539,0.9289,0.963
0.945000,-0.0075,0.2556,0.9326,0.967
0.945000,-0.0031,0.2630,0.9357,0.972
0.947000,0.0030,0.2622,0.9379,0.974
0.950000,0.0045,0.2647,0.9448,0.981
0.955000,0.0091,0.2627,0.9511,0.987
0.961000,0.0106,0.2593,0.9584,0.993
0.966000,0.0116,0.2566,0.9584,0.992
0.970000,0.0128,0.2581,0.9628,0.997
0.977000,0.0160,0.2544,0.9702,1.003
0.980000,0.0148,0.2534,0.9746,1.007
0.985000,0.0167,0.2534,0.9877,1.020
0.990000,0.0104,0.2539,0.9917,1.024
0.994000,0.0138,0.2520,0.9970,1.028
0.999000,0.0216,0.2493,0.9982,1.029
1.004000,0.0287,0.2478,0.9997,1.030
1.025000,0.0382,0.2456,0.9985,1.029
1.026000,0.0423,0.2422,0.9936,1.024
1.027000,0.0382,0.2422,0.9904,1.020
1.027000,0.0338,0.2464,0.9868,1.018
1.028000,0.0209,0.2459,0.9780,1.009
1.033000,0.0145,0.2493,0.9721,1.004
1.038000,-0.0011,0.2483,0.9692,1.000
1.043000,-0.0087,0.2522,0.9660,0.998
1.050000,-0.0136,0.2571,0.9619,0.996
1.053000,-0.0128,0.2556,0.9624,0.996
1.058000,-0.0153,0.2542,0.9672,1.000
1.075000,-0.0058,0.2576,0.9668,1.000
1.076000,0.0028,0.2573,0.9653,0.999
1.077000,0.0079,0.2571,0.9665,1.000
1.077000,0.0140,0.2586,0.9711,1.005
1.082000,0.0201,0.2608,0.9711,1.006
1.087000,0.0253,0.2608,0.9733,1.008
1.094000,0.0348,0.2617,0.9777,1.013
1.097000,0.0387,0.2583,0.9856,1.020
1.102000,0.0433,0.2581,0.9953,1.029
1.107000,0.0406,0.2551,1.0031,1.036
1.123000,0.0279,0.2500,1.0095,1.040
1.124000,0.0106,0.2446,1.0124,1.042
1.124000,-0.0053,0.2385,1.0173,1.045
1.129000,-0.0194,0.2307,1.0134,1.040
1.131000,-0.0311,0.2222,1.0061,1.031
1.135000,-0.0431,0.2180,0.9978,1.022
1.141000,-0.0514,0.2134,0.9841,1.008
1.160000,-0.0585,0.2088,0.9733,0.997
1.161000,-0.0661,0.2048,0.9609,0.985
1.161000,-0.0675,0.2083,0.9480,0.973
1.162000,-0.0607,0.2112,0.9333,0.959
1.165000,-0.0478,0.2271,0.9245,0.953
1.170000,-0.0373,0.2368,0.9208,0.952
1.175000,-0.0211,0.2456,0.9174,0.950
1.180000,-0.0126,0.2583,0.9145,0.950
1.185000,-0.0038,0.2661,0.9189,0.957
1.190000,0.0001,0.2698,0.9213,0.960
1.202000,0.0079,0.2752,0.9248,0.965
1.203000,0.0138,0.2752,0.9245,0.965
1.204000,0.0174,0.2761,0.9323,0.973
1.209000,0.0170,0.2766,0.9377,0.978
1.214000,0.0177,0.2730,0.9433,0.982
1.218000,0.0187,0.2708,0.9499,0.988
1.223000,0.0177,0.2669,0.9555,0.992
1.241000,0.0140,0.2632,0.9621,0.998
1.242000,0.0082,0.2573,0.9680,1.002
1.243000,0.0079,0.2525,0.9702,1.003
1.243000,0.0001,0.2483,0.9726,1.004
1.248000,-0.0060,0.2451,0.9741,1.004
1.253000,-0.0031,0.2446,0.9709,1.001
1.257000,-0.0016,0.2422,0.9704,1.000
1.263000,0.0008,0.2464,0.9707,1.001
1.267000,0.0003,0.2503,0.9694,1.001
1.272000,-0.0016,0.2564,0.9621,0.996
1.277000,0.0013,0.2612,0.9631,0.998
1.282000,0.0067,0.2647,0.9575,0.993
1.287000,0.0086,0.2676,0.9528,0.990
1.295000,0.0065,0.2678,0.9506,0.988
1.297000,0.0082,0.2661,0.9426,0.979
1.301000,0.0072,0.2647,0.9362,0.973
1.306000,0.0025,0.2634,0.9309,0.967
1.319000,-0.0001,0.2625,0.9304,0.967
1.321000,-0.0004,0.2598,0.9272,0.963
1.322000,-0.0038,0.2608,0.9282,0.964
1.354000,-0.0043,0.2583,0.9316,0.967
1.355000,-0.0087,0.2527,0.9333,0.967
1.356000,-0.0092,0.2534,0.9367,0.970
1.356000,-0.0138,0.2464,0.9401,0.972
1.356000,-0.0180,0.2446,0.9506,0.982
1.357000,-0.0236,0.2459,0.9543,0.986
1.357000,-0.0280,0.2432,0.9658,0.996
1.369000,-0.0268,0.2429,0.9736,1.004
1.370000,-0.0243,0.2415,0.9814,1.011
1.370000,-0.0221,0.2437,0.9917,1.021
1.374000,-0.0133,0.2476,0.9992,1.030
1.379000,-0.0072,0.2478,1.0002,1.030
1.384000,-0.0018,0.2478,1.0014,1.032
1.389000,0.0018,0.2505,0.9992,1.030
1.404000,0.0013,0.2544,0.9995,1.031
1.406000,0.0035,0.2561,0.9961,1.028
1.406000,0.0021,0.2561,0.9936,1.026
1.408000,0.0013,0.2583,0.9895,1.023
1.437000,0.0018,0.2591,0.9892,1.023
1.438000,0.0040,0.2605,0.9914,1.025
1.438000,0.0025,0.2603,0.9921,1.026
1.439000,0.0013,0.2610,0.9902,1.024
1.439000,-0.0053,0.2625,0.9873,1.022
1.439000,-0.0097,0.2593,0.9816,1.015
1.442000,-0.0143,0.2605,0.9765,1.011
1.449000,-0.0202,0.2603,0.9736,1.008
1.452000,-0.0197,0.2617,0.9721,1.007
1.457000,-0.0189,0.2649,0.9741,1.010
1.462000,-0.0116,0.2659,0.9775,1.013
1.467000,-0.0028,0.2703,0.9719,1.009
1.472000,0.0006,0.2671,0.9736,1.010
1.477000,0.0045,0.2676,0.9660,1.002
1.482000,0.0067,0.2630,0.9558,0.991
1.487000,0.0025,0.2598,0.9448,0.980
1.492000,-0.0053,0.2588,0.9345,0.970
1.508000,-0.0136,0.2576,0.9257,0.961
1.510000,-0.0277,0.2578,0.9179,0.954
1.510000,-0.0329,0.2571,0.9103,0.947
1.512000,-0.0397,0.2542,0.9030,0.939
1.540000,-0.0441,0.2573,0.8981,0.935
1.541000,-0.0463,0.2542,0.9006,0.937
1.542000,-0.0500,0.2551,0.9060,0.943
1.542000,-0.0470,0.2527,0.9123,0.948
1.542000,-0.0438,0.2512,0.9252,0.960
1.543000,-0.0387,0.2461,0.9392,0.972
1.553000,-0.0311,0.2429,0.9504,0.981
1.554000,-0.0241,0.2359,0.9631,0.992
1.555000,-0.0233,0.2339,0.9709,0.999
1.562000,-0.0233,0.2327,0.9716,0.999
1.564000,-0.0243,0.2337,0.9729,1.001
1.569000,-0.0277,0.2324,0.9726,1.000
1.574000,-0.0360,0.2356,0.9709,1.000
1.579000,-0.0395,0.2319,0.9699,0.998
1.584000,-0.0407,0.2356,0.9692,0.998
1.588000,-0.0387,0.2400,0.9658,0.996
1.607000,-0.0314,0.2422,0.9589,0.990
1.609000,-0.0292,0.2451,0.9536,0.985
1.610000,-0.0338,0.2464,0.9492,0.981
1.611000,-0.0385,0.2478,0.9467,0.979
1.660000,-0.0436,0.2451,0.9396,0.972
1.661000,-0.0529,0.2490,0.9377,0.972
1.662000,-0.0548,0.2471,0.9416,0.975
1.662000,-0.0604,0.2490,0.9453,0.979
1.662000,-0.0639,0.2442,0.9492,0.982
1.663000,-0.0641,0.2412,0.9543,0.986
1.663000,-0.0651,0.2417,0.9619,0.994
1.663000,-0.0609,0.2461,0.9687,1.001
1.664000,-0.0517,0.2471,0.9709,1.003
1.664000,-0.0419,0.2454,0.9765,1.008
1.664000,-0.0351,0.2503,0.9851,1.017
1.666000,-0.0216,0.2520,0.9880,1.020
1.671000,-0.0202,0.2569,0.9907,1.024
1.681000,-0.0167,0.2556,0.9924,1.025
1.682000,-0.0189,0.2620,0.9990,1.033
1.686000,-0.0214,0.2610,1.0000,1.034
1.691000,-0.0243,0.2569,1.0014,1.034
1.696000,-0.0282,0.2605,1.0000,1.034
1.701000,-0.0324,0.2542,0.9968,1.029
1.706000,-0.0363,0.2534,0.9973,1.030
1.725000,-0.0346,0.2522,0.9931,1.025
1.727000,-0.0314,0.2534,0.9917,1.024
1.728000,-0.0292,0.2512,0.9929,1.025
1.729000,-0.0311,0.2512,0.9909,1.023
1.734000,-0.0287,0.2503,0.9895,1.021
1.734000,-0.0333,0.2527,0.9877,1.020
1.740000,-0.0304,0.2534,0.9865,1.019
1.760000,-0.0363,0.2510,0.9809,1.013
1.761000,-0.0346,0.2508,0.9807,1.013
1.762000,-0.0365,0.2532,0.9797,1.013
1.762000,-0.0358,0.2522,0.9797,1.012
1.764000,-0.0326,0.2527,0.9807,1.013
1.769000,-0.0341,0.2498,0.9829,1.015
1.774000,-0.0314,0.2466,0.9856,1.016
1.780000,-0.0299,0.2473,0.9853,1.016
1.783000,-0.0299,0.2442,0.9860,1.016
1.788000,-0.0355,0.2429,0.9921,1.022
1.795000,-0.0297,0.2388,0.9946,1.023
1.798000,-0.0250,0.2400,1.0014,1.030
1.802000,-0.0221,0.2381,1.0058,1.034
1.807000,-0.0163,0.2390,1.0092,1.037
1.821000,-0.0128,0.2376,1.0107,1.038
1.822000,-0.0145,0.2393,1.0087,1.037
1.823000,-0.0150,0.2371,1.0061,1.034
1.856000,-0.0123,0.2383,0.9978,1.026
1.857000,-0.0158,0.2346,0.9897,1.017
1.857000,-0.0160,0.2300,0.9829,1.010
1.858000,-0.0131,0.2324,0.9782,1.006
1.858000,-0.0092,0.2385,0.9726,1.001
1.858000,-0.0040,0.2388,0.9680,0.997
1.859000,0.0003,0.2432,0.9658,0.996
1.877000,0.0021,0.2481,0.9606,0.992
1.879000,0.0072,0.2483,0.9516,0.984
1.879000,0.0091,0.2483,0.9465,0.979
1.880000,0.0108,0.2473,0.9379,0.970
1.881000,0.0108,0.2473,0.9360,0.968
1.886000,0.0140,0.2466,0.9331,0.965
1.891000,0.0079,0.2405,0.9331,0.964
1.896000,0.0047,0.2422,0.9333,0.964
1.900000,0.0018,0.2390,0.9318,0.962
1.905000,-0.0033,0.2383,0.9331,0.963
1.926000,-0.0026,0.2376,0.9335,0.963
1.928000,-0.0014,0.2378,0.9360,0.966
1.929000,-0.0023,0.2393,0.9387,0.969
1.930000,-0.0038,0.2385,0.9418,0.972
1.931000,-0.0070,0.2344,0.9423,0.971
1.934000,-0.0075,0.2317,0.9460,0.974
1.939000,-0.0082,0.2298,0.9480,0.975
1.959000,-0.0094,0.2285,0.9501,0.977
1.961000,-0.0133,0.2283,0.9499,0.977
1.961000,-0.0180,0.2280,0.9536,0.981
1.961000,-0.0219,0.2278,0.9550,0.982
1.964000,-0.0236,0.2276,0.9572,0.984
1.968000,-0.0275,0.2295,0.9560,0.984
1.973000,-0.0231,0.2244,0.9587,0.985
1.981000,-0.0185,0.2256,0.9650,0.991
1.983000,-0.0158,0.2222,0.9682,0.994
1.988000,-0.0075,0.2263,0.9636,0.990
1.993000,-0.0038,0.2310,0.9646,0.992
1.998000,-0.0004,0.2310,0.9589,0.986
2.003000,-0.0014,0.2346,0.9572,0.986
2.007000,-0.0048,0.2405,0.9587,0.988
2.022000,-0.0043,0.2439,0.9624,0.993
