time,gFx,gFy,gFz,TgF
0.247000,0.3850,0.0149,0.8679,0.950
0.248000,0.4068,0.0383,0.8835,0.973
0.248000,0.4229,0.0444,0.8918,0.988
0.249000,0.4497,0.0293,0.8672,0.977
0.250000,0.4629,0.0210,0.8372,0.957
0.250000,0.4575,0.0220,0.8335,0.951
0.251000,0.4522,0.0210,0.8503,0.963
0.251000,0.4353,0.0227,0.8831,0.985
0.252000,0.4268,0.0317,0.9209,1.015
0.252000,0.4314,0.0354,0.9595,1.053
0.253000,0.4361,0.0315,0.9839,1.077
0.254000,0.4263,0.0276,1.0012,1.089
0.254000,0.4102,0.0344,1.0090,1.090
0.255000,0.4177,0.0415,0.9663,1.054
0.255000,0.4505,0.0168,0.8977,1.005
0.256000,0.4175,0.0164,0.8745,0.969
0.257000,0.4239,0.0176,0.9163,1.010
0.257000,0.4292,0.0249,0.9265,1.021
0.258000,0.4383,0.0305,0.8950,0.997
0.258000,0.4417,0.0278,0.8787,0.984
0.259000,0.4346,0.0239,0.8845,0.986
0.260000,0.4490,0.0237,0.8789,0.987
0.260000,0.4659,0.0166,0.8801,0.996
0.261000,0.4637,0.0181,0.8828,0.997
0.261000,0.4512,0.0242,0.9002,1.007
0.262000,0.4400,0.0293,0.9131,1.014
0.263000,0.4378,0.0320,0.9160,1.016
0.263000,0.4405,0.0242,0.9170,1.018
0.264000,0.4446,0.0212,0.9124,1.015
0.264000,0.4478,0.0144,0.9128,1.017
0.265000,0.4470,0.0117,0.9080,1.012
0.266000,0.4495,0.0095,0.9031,1.009
0.266000,0.4427,0.0063,0.8977,1.001
0.267000,0.4422,0.0107,0.8948,0.998
0.267000,0.4405,0.0139,0.8906,0.994
0.267000,0.4412,0.0171,0.8872,0.991
0.268000,0.4414,0.0212,0.8889,0.993
0.268000,0.4427,0.0225,0.8928,0.997
0.268000,0.4441,0.0225,0.8989,1.003
0.268000,0.4492,0.0217,0.9075,1.013
0.269000,0.4544,0.0205,0.9143,1.021
0.269000,0.4627,0.0149,0.9187,1.029
0.269000,0.4698,0.0159,0.9202,1.033
0.270000,0.4700,0.0173,0.9150,1.029
0.270000,0.4607,0.0144,0.9092,1.019
0.270000,0.4551,0.0151,0.9019,1.010
0.271000,0.4514,0.0178,0.8953,1.003
0.271000,0.4434,0.0181,0.8911,0.995
0.271000,0.4456,0.0237,0.8838,0.990
0.271000,0.4507,0.0273,0.8770,0.986
0.272000,0.4546,0.0293,0.8699,0.982
0.272000,0.4615,0.0288,0.8662,0.982
0.272000,0.4634,0.0256,0.8647,0.981
0.273000,0.4602,0.0254,0.8684,0.983
0.273000,0.4578,0.0254,0.8794,0.992
0.273000,0.4527,0.0220,0.8972,1.005
0.273000,0.4461,0.0203,0.9163,1.019
0.274000,0.4414,0.0205,0.9285,1.028
0.278000,0.4366,0.0161,0.9321,1.029
0.280000,0.4334,0.0144,0.9287,1.025
0.294000,0.4361,0.0110,0.9229,1.021
0.294000,0.4375,0.0095,0.9155,1.015
0.295000,0.4419,0.0063,0.9060,1.008
0.326000,0.4475,0.0027,0.9036,1.008
0.327000,0.4541,0.0046,0.9004,1.008
0.329000,0.4578,0.0017,0.9006,1.010
0.329000,0.4583,-0.0003,0.8972,1.007
0.330000,0.4580,-0.0020,0.8892,1.000
0.330000,0.4495,-0.0022,0.8855,0.993
0.330000,0.4466,-0.0029,0.8887,0.995
0.363000,0.4348,0.0012,0.8926,0.993
0.364000,0.4329,0.0046,0.8989,0.998
0.364000,0.4331,0.0095,0.9075,1.006
0.365000,0.4429,0.0093,0.9114,1.013
0.365000,0.4502,0.0085,0.9092,1.015
0.365000,0.4558,0.0088,0.9026,1.011
0.365000,0.4541,0.0071,0.8982,1.007
0.384000,0.4561,0.0078,0.8970,1.006
0.385000,0.4624,0.0046,0.8953,1.008
0.385000,0.4588,0.0017,0.8977,1.008
0.385000,0.4585,-0.0012,0.8967,1.007
0.393000,0.4593,-0.0007,0.9050,1.015
0.394000,0.4558,0.0010,0.9126,1.020
0.405000,0.4492,0.0049,0.9158,1.020
0.405000,0.4505,0.0056,0.9187,1.023
0.407000,0.4451,0.0068,0.9150,1.018
0.411000,0.4446,0.0093,0.9107,1.013
0.422000,0.4429,0.0088,0.9075,1.010
0.423000,0.4414,0.0095,0.9038,1.006
0.425000,0.4453,0.0088,0.8955,1.000
0.454000,0.4434,0.0068,0.8967,1.000
0.454000,0.4466,0.0046,0.8936,0.999
0.455000,0.4512,0.0015,0.8906,0.998
0.455000,0.4558,-0.0022,0.8850,0.996
0.456000,0.4583,-0.0032,0.8804,0.993
0.456000,0.4575,-0.0017,0.8823,0.994
0.463000,0.4514,-0.0012,0.8857,0.994
0.472000,0.4468,0.0029,0.8936,0.999
0.473000,0.4419,0.0066,0.9053,1.007
0.474000,0.4366,0.0085,0.9097,1.009
0.479000,0.4351,0.0095,0.9124,1.011
0.489000,0.4370,0.0117,0.9075,1.007
0.489000,0.4405,0.0098,0.9009,1.003
0.494000,0.4424,0.0110,0.8921,0.996
0.506000,0.4456,0.0059,0.8879,0.993
0.507000,0.4453,0.0054,0.8884,0.994
0.509000,0.4449,0.0044,0.8853,0.991
0.523000,0.4468,0.0049,0.8882,0.994
0.524000,0.4451,0.0085,0.8892,0.994
0.524000,0.4485,0.0083,0.8948,1.001
0.528000,0.4485,0.0149,0.8999,1.006
0.534000,0.4510,0.0198,0.9036,1.010
0.538000,0.4473,0.0225,0.8987,1.004
0.543000,0.4490,0.0242,0.8923,0.999
0.564000,0.4514,0.0290,0.8867,0.995
0.566000,0.4563,0.0259,0.8787,0.990
0.566000,0.4549,0.0286,0.8765,0.988
0.567000,0.4566,0.0266,0.8784,0.990
0.567000,0.4551,0.0212,0.8806,0.991
0.572000,0.4529,0.0171,0.8853,0.995
0.576000,0.4485,0.0134,0.8921,0.999
0.582000,0.4478,0.0063,0.8972,1.003
0.586000,0.4490,0.0039,0.9053,1.011
0.591000,0.4693,-0.0027,0.9053,1.020
0.596000,0.4910,-0.0086,0.8992,1.025
0.601000,0.4766,-0.0027,0.9067,1.024
0.606000,0.4527,0.0032,0.9226,1.028
0.611000,0.4409,0.0056,0.9302,1.029
0.626000,0.4331,0.0061,0.9263,1.023
0.627000,0.4375,0.0164,0.9199,1.019
0.627000,0.4329,0.0102,0.9109,1.009
0.631000,0.4383,0.0088,0.9104,1.010
0.637000,0.4444,0.0083,0.9041,1.007
0.640000,0.4453,0.0032,0.9043,1.008
0.645000,0.4517,0.0034,0.9026,1.009
0.669000,0.4590,-0.0012,0.8977,1.008
0.670000,0.4619,-0.0000,0.8970,1.009
0.671000,0.4644,0.0076,0.8982,1.011
0.671000,0.4619,0.0102,0.8987,1.011
0.671000,0.4575,0.0144,0.9031,1.012
0.674000,0.4458,0.0237,0.9099,1.014
0.679000,0.4243,0.0273,0.9119,1.006
0.686000,0.4138,0.0288,0.9102,1.000
0.688000,0.3950,0.0281,0.9128,0.995
0.694000,0.3946,0.0256,0.9075,0.990
0.698000,0.4080,0.0207,0.8980,0.987
0.703000,0.4348,0.0132,0.8901,0.991
0.708000,0.4468,0.0144,0.8909,0.997
0.713000,0.4497,0.0154,0.8953,1.002
0.719000,0.4470,0.0161,0.9016,1.006
0.723000,0.4505,0.0137,0.9063,1.012
0.728000,0.4478,0.0117,0.9131,1.017
0.744000,0.4510,0.0122,0.9180,1.023
0.746000,0.4485,0.0093,0.9185,1.022
0.747000,0.4470,0.0102,0.9158,1.019
0.750000,0.4441,0.0059,0.9111,1.014
0.753000,0.4451,0.0017,0.9087,1.012
