time,gFx,gFy,gFz,TgF
0.265000,0.5972,0.0344,0.8022,1.001
0.267000,0.6160,0.0515,0.7959,1.008
0.267000,0.6277,0.0564,0.7854,1.007
0.268000,0.6368,0.0557,0.7805,1.009
0.268000,0.6270,0.0483,0.7837,1.005
0.269000,0.6258,0.0403,0.7937,1.012
0.270000,0.6148,0.0466,0.7839,0.997
0.270000,0.6197,0.0361,0.7717,0.990
0.271000,0.6268,0.0300,0.7712,0.994
0.272000,0.6263,0.0156,0.7810,1.001
0.272000,0.6407,0.0117,0.8005,1.025
0.273000,0.6360,0.0080,0.8196,1.037
0.274000,0.6377,0.0154,0.8320,1.048
0.274000,0.6316,0.0095,0.8269,1.041
0.275000,0.6158,0.0166,0.8096,1.017
0.276000,0.6019,0.0261,0.8098,1.009
0.277000,0.5931,0.0322,0.8076,1.002
0.277000,0.5840,0.0330,0.8113,1.000
0.278000,0.5840,0.0356,0.8086,0.998
0.278000,0.5852,0.0359,0.8179,1.006
0.279000,0.5838,0.0381,0.8230,1.010
0.280000,0.5730,0.0510,0.8259,1.007
0.280000,0.5718,0.0469,0.8191,1.000
0.281000,0.5765,0.0430,0.8198,1.003
0.282000,0.5914,0.0388,0.8196,1.011
0.282000,0.6075,0.0386,0.8181,1.020
0.283000,0.6128,0.0349,0.8132,1.019
0.283000,0.6123,0.0347,0.8079,1.014
0.284000,0.6094,0.0332,0.8047,1.010
0.284000,0.6123,0.0325,0.8032,1.011
0.284000,0.6097,0.0310,0.8047,1.010
0.285000,0.6148,0.0259,0.8061,1.014
0.285000,0.6177,0.0259,0.8071,1.017
0.285000,0.6194,0.0300,0.8047,1.016
0.285000,0.6236,0.0295,0.7974,1.013
0.286000,0.6180,0.0347,0.7976,1.010
0.286000,0.6109,0.0347,0.7942,1.003
0.286000,0.6080,0.0344,0.7915,0.999
0.287000,0.6065,0.0366,0.7856,0.993
0.287000,0.6077,0.0356,0.7832,0.992
0.287000,0.6067,0.0347,0.7837,0.992
0.287000,0.6119,0.0315,0.7866,0.997
0.288000,0.6094,0.0334,0.7881,0.997
0.288000,0.6145,0.0356,0.7866,0.999
0.288000,0.6187,0.0356,0.7913,1.005
0.289000,0.6175,0.0327,0.7954,1.007
0.289000,0.6128,0.0300,0.8052,1.012
0.289000,0.6148,0.0286,0.8113,1.018
0.290000,0.6165,0.0271,0.8164,1.023
0.290000,0.6160,0.0281,0.8149,1.022
0.290000,0.6197,0.0269,0.8157,1.025
0.291000,0.6187,0.0259,0.8113,1.021
0.291000,0.6231,0.0298,0.8039,1.018
0.291000,0.6258,0.0266,0.8030,1.018
0.292000,0.6277,0.0251,0.7974,1.015
0.292000,0.6324,0.0298,0.7920,1.014
0.292000,0.6304,0.0278,0.7849,1.007
0.293000,0.6270,0.0266,0.7820,1.003
0.293000,0.6211,0.0273,0.7805,0.998
0.293000,0.6182,0.0244,0.7771,0.993
0.293000,0.6160,0.0220,0.7746,0.990
0.294000,0.6097,0.0222,0.7798,0.990
0.294000,0.6065,0.0217,0.7788,0.987
0.299000,0.6111,0.0239,0.7837,0.994
0.304000,0.6145,0.0234,0.7871,0.999
0.316000,0.6204,0.0244,0.7922,1.007
0.317000,0.6253,0.0254,0.7942,1.011
0.318000,0.6260,0.0271,0.7942,1.012
0.323000,0.6253,0.0251,0.7956,1.012
0.349000,0.6238,0.0273,0.7956,1.011
0.350000,0.6211,0.0286,0.7922,1.007
0.351000,0.6250,0.0308,0.7947,1.012
0.351000,0.6246,0.0332,0.7913,1.009
0.352000,0.6260,0.0325,0.7903,1.009
0.386000,0.6233,0.0283,0.7937,1.010
0.387000,0.6299,0.0273,0.7927,1.013
0.387000,0.6302,0.0256,0.7952,1.015
0.387000,0.6421,0.0232,0.7937,1.021
0.387000,0.6473,0.0232,0.7939,1.025
0.388000,0.6478,0.0273,0.7917,1.023
0.388000,0.6424,0.0330,0.7878,1.017
0.388000,0.6290,0.0347,0.7869,1.008
0.394000,0.6226,0.0361,0.7822,1.000
0.396000,0.6084,0.0405,0.7815,0.991
0.401000,0.5987,0.0447,0.7798,0.984
0.406000,0.5918,0.0454,0.7786,0.979
0.411000,0.5850,0.0427,0.7847,0.980
0.415000,0.5882,0.0395,0.7861,0.983
