time,gFx,gFy,gFz,TgF
0.245000,0.1040,0.7874,0.7400,1.086
0.246000,0.0915,0.7767,0.7178,1.062
0.247000,0.0859,0.7694,0.6970,1.042
0.247000,0.0749,0.7630,0.6755,1.022
0.248000,0.0640,0.7584,0.6575,1.006
0.249000,0.0449,0.7423,0.6406,0.981
0.249000,0.0200,0.7281,0.6338,0.965
0.250000,0.0115,0.7156,0.6269,0.951
0.251000,0.0105,0.7098,0.6262,0.947
0.251000,0.0166,0.7064,0.6316,0.948
0.252000,0.0310,0.7098,0.6411,0.957
0.253000,0.0439,0.7166,0.6582,0.974
0.253000,0.0554,0.7220,0.6723,0.988
0.254000,0.0701,0.7322,0.6741,0.998
0.255000,0.0791,0.7362,0.6626,0.994
0.256000,0.0828,0.7427,0.6516,0.992
0.256000,0.0879,0.7415,0.6411,0.984
0.257000,0.0937,0.7420,0.6262,0.975
0.257000,0.0891,0.7401,0.6167,0.967
0.258000,0.0779,0.7369,0.6123,0.961
0.259000,0.0564,0.7374,0.6218,0.966
0.259000,0.0300,0.7286,0.6406,0.971
0.260000,-0.0091,0.7012,0.7239,1.008
0.261000,0.0083,0.6881,0.7417,1.012
0.261000,0.0246,0.6861,0.7339,1.005
0.262000,0.0215,0.7025,0.7287,1.012
0.262000,0.0134,0.7183,0.7234,1.020
0.263000,0.0056,0.7152,0.7258,1.019
0.264000,0.0063,0.7215,0.7312,1.027
0.264000,0.0093,0.7171,0.7268,1.021
0.265000,0.0166,0.7159,0.7175,1.014
0.265000,0.0200,0.7149,0.7119,1.009
0.266000,0.0151,0.7122,0.7082,1.005
0.267000,0.0024,0.7108,0.7024,0.999
0.267000,-0.0064,0.7088,0.6931,0.991
0.268000,-0.0100,0.7012,0.6824,0.978
0.269000,-0.0156,0.6964,0.6716,0.968
0.269000,-0.0230,0.6956,0.6648,0.962
0.270000,-0.0281,0.6951,0.6577,0.957
0.270000,-0.0257,0.6922,0.6523,0.951
0.270000,-0.0213,0.6929,0.6487,0.949
0.271000,-0.0112,0.6942,0.6418,0.945
0.271000,-0.0012,0.6924,0.6406,0.943
0.271000,0.0088,0.6968,0.6374,0.944
