time,gFx,gFy,gFz,TgF
0.235000,-0.9728,0.1697,-0.0421,0.988
0.236000,-0.9701,0.1704,-0.0416,0.986
0.236000,-0.9684,0.1721,-0.0394,0.984
0.236000,-0.9723,0.1707,-0.0384,0.988
0.236000,-0.9725,0.1751,-0.0306,0.989
0.236000,-0.9794,0.1755,-0.0284,0.995
0.237000,-0.9796,0.1736,-0.0272,0.995
0.237000,-0.9772,0.1758,-0.0260,0.993
0.237000,-0.9777,0.1770,-0.0291,0.994
0.237000,-0.9840,0.1726,-0.0330,1.000
0.237000,-0.9925,0.1746,-0.0348,1.008
0.238000,-0.9969,0.1799,-0.0306,1.014
0.238000,-0.9967,0.1775,-0.0262,1.013
0.238000,-0.9989,0.1770,-0.0191,1.015
0.238000,-0.9987,0.1773,-0.0189,1.014
0.238000,-0.9955,0.1804,-0.0128,1.012
0.239000,-0.9916,0.1797,-0.0091,1.008
0.239000,-0.9943,0.1814,0.0002,1.011
0.239000,-0.9908,0.1831,0.0006,1.008
0.239000,-0.9879,0.1802,0.0053,1.004
0.240000,-0.9889,0.1846,0.0019,1.006
0.240000,-0.9860,0.1790,-0.0062,1.002
0.240000,-0.9838,0.1790,-0.0133,1.000
0.240000,-0.9796,0.1765,-0.0206,0.996
0.240000,-0.9742,0.1758,-0.0213,0.990
0.241000,-0.9830,0.1775,-0.0240,0.999
0.241000,-0.9840,0.1743,-0.0260,1.000
0.241000,-0.9811,0.1770,-0.0240,0.997
0.241000,-0.9779,0.1729,-0.0223,0.993
0.241000,-0.9750,0.1770,-0.0211,0.991
0.242000,-0.9733,0.1741,-0.0213,0.989
0.242000,-0.9755,0.1755,-0.0206,0.991
0.242000,-0.9767,0.1741,-0.0169,0.992
0.242000,-0.9781,0.1787,-0.0145,0.994
0.242000,-0.9833,0.1802,-0.0123,1.000
0.243000,-0.9828,0.1821,-0.0135,1.000
0.243000,-0.9850,0.1782,-0.0121,1.001
0.243000,-0.9879,0.1821,-0.0160,1.005
0.243000,-0.9950,0.1797,-0.0152,1.011
0.243000,-0.9991,0.1775,-0.0174,1.015
0.244000,-1.0011,0.1795,-0.0218,1.017
0.244000,-0.9938,0.1775,-0.0228,1.010
