time,gFx,gFy,gFz,TgF
0.249000,0.9881,-0.0903,-0.0479,0.993
0.249000,0.9830,-0.0862,-0.0504,0.988
0.249000,0.9769,-0.0889,-0.0443,0.982
0.250000,0.9784,-0.0891,-0.0345,0.983
0.250000,0.9830,-0.0928,-0.0257,0.988
0.250000,0.9864,-0.0957,-0.0194,0.991
0.250000,0.9925,-0.0886,-0.0089,0.997
0.251000,0.9996,-0.0847,0.0043,1.003
0.251000,0.9959,-0.0835,0.0099,0.999
0.251000,0.9964,-0.0791,0.0143,1.000
0.252000,1.0006,-0.0820,0.0212,1.004
0.252000,1.0037,-0.0798,0.0297,1.007
0.252000,1.0055,-0.0767,0.0368,1.009
0.252000,1.0003,-0.0818,0.0373,1.004
0.253000,1.0040,-0.0757,0.0363,1.007
0.253000,1.0072,-0.0767,0.0370,1.011
0.253000,1.0086,-0.0786,0.0312,1.012
0.254000,1.0123,-0.0779,0.0304,1.016
0.254000,1.0172,-0.0803,0.0299,1.021
0.254000,1.0201,-0.0798,0.0290,1.024
0.255000,1.0228,-0.0784,0.0268,1.026
0.255000,1.0284,-0.0816,0.0226,1.032
0.255000,1.0294,-0.0823,0.0199,1.033
0.255000,1.0291,-0.0823,0.0185,1.033
0.256000,1.0262,-0.0864,0.0185,1.030
0.256000,1.0247,-0.0864,0.0141,1.028
0.257000,1.0240,-0.0840,0.0087,1.027
0.257000,1.0240,-0.0886,0.0036,1.028
0.258000,1.0211,-0.0889,-0.0023,1.025
0.258000,1.0140,-0.0899,-0.0072,1.018
0.258000,1.0108,-0.0911,-0.0086,1.015
0.259000,1.0055,-0.0923,-0.0072,1.010
0.259000,0.9644,-0.0862,-0.0099,0.968
0.259000,0.9564,-0.0830,-0.0057,0.960
0.260000,0.9618,-0.0833,-0.0025,0.965
0.260000,0.9447,-0.0830,-0.0108,0.948
0.261000,0.9491,-0.0852,-0.0150,0.953
0.261000,0.9696,-0.0886,-0.0150,0.974
0.261000,0.9654,-0.0874,-0.0194,0.970
0.262000,0.9561,-0.0884,-0.0247,0.961
0.262000,0.9610,-0.0855,-0.0201,0.965
0.262000,0.9698,-0.0872,-0.0101,0.974
0.263000,0.9610,-0.0845,-0.0040,0.965
0.263000,0.9552,-0.0840,0.0014,0.959
0.264000,0.9639,-0.0808,0.0009,0.967
0.264000,0.9654,-0.0823,0.0024,0.969
0.265000,0.9691,-0.0867,0.0036,0.973
0.265000,0.9759,-0.0845,0.0033,0.980
0.265000,0.9764,-0.0872,-0.0023,0.980
0.266000,0.9757,-0.0874,-0.0084,0.980
0.266000,0.9781,-0.0864,-0.0142,0.982
0.266000,0.9842,-0.0869,0.0036,0.988
0.267000,0.9891,-0.0794,0.0129,0.992
0.267000,0.9945,-0.0828,0.0009,0.998
0.268000,0.9876,-0.0884,-0.0033,0.992
0.268000,0.9876,-0.0835,-0.0023,0.991
0.268000,0.9979,-0.0845,0.0041,1.001
0.273000,1.0020,-0.0877,0.0050,1.006
0.283000,0.9952,-0.0845,0.0055,0.999
0.284000,0.9952,-0.0796,0.0087,0.998
0.287000,1.0069,-0.0830,0.0109,1.010
0.298000,1.0042,-0.0857,0.0163,1.008
0.299000,1.0001,-0.0798,0.0097,1.003
0.302000,1.0003,-0.0860,0.0177,1.004
0.307000,1.0062,-0.0784,0.0229,1.009
0.311000,1.0081,-0.0791,0.0236,1.012
0.316000,1.0081,-0.0784,0.0172,1.011
0.321000,1.0157,-0.0794,0.0221,1.019
0.331000,1.0216,-0.0786,0.0287,1.025
0.332000,1.0174,-0.0772,0.0299,1.021
0.335000,1.0167,-0.0803,0.0270,1.020
0.341000,1.0174,-0.0784,0.0226,1.021
0.347000,1.0218,-0.0842,0.0204,1.025
0.350000,1.0179,-0.0798,0.0151,1.021
0.355000,1.0230,-0.0862,0.0075,1.027
0.360000,1.0277,-0.0842,0.0107,1.031
0.365000,1.0294,-0.0852,0.0067,1.033
0.370000,1.0299,-0.0906,-0.0033,1.034
0.374000,1.0299,-0.0894,-0.0099,1.034
0.379000,1.0389,-0.0908,-0.0145,1.043
0.384000,1.0462,-0.0933,-0.0182,1.051
0.390000,1.0482,-0.0928,-0.0208,1.052
0.394000,1.0516,-0.0957,-0.0243,1.056
0.399000,1.0531,-0.0982,-0.0257,1.058
0.404000,1.0504,-0.0960,-0.0311,1.055
0.409000,1.0467,-0.0960,-0.0330,1.052
0.414000,1.0406,-0.0967,-0.0338,1.046
0.418000,1.0340,-0.0943,-0.0274,1.039
0.433000,1.0240,-0.0938,-0.0169,1.028
0.434000,1.0081,-0.0862,-0.0047,1.012
0.434000,0.9566,-0.0777,0.0190,0.960
0.438000,0.9459,-0.0535,0.0514,0.949
0.444000,0.9893,-0.0654,0.0519,0.993
0.448000,0.9649,-0.0791,0.0446,0.969
0.453000,0.9405,-0.0586,0.0463,0.943
0.458000,0.9864,-0.0840,0.0597,0.992
0.463000,0.9972,-0.0725,0.0505,1.001
0.467000,0.9681,-0.0811,0.0243,0.972
0.472000,0.9869,-0.0796,0.0165,0.990
0.477000,1.0079,-0.0833,0.0229,1.012
0.482000,0.9925,-0.0874,0.0185,0.997
0.487000,0.9747,-0.0857,0.0170,0.979
0.492000,0.9530,-0.0693,0.0175,0.956
