time,gFx,gFy,gFz,TgF
0.239000,-0.9940,0.1462,-0.0140,1.005
0.240000,-0.9904,0.1524,-0.0086,1.002
0.241000,-0.9913,0.1538,-0.0094,1.003
0.241000,-0.9899,0.1465,-0.0138,1.001
0.242000,-0.9901,0.1521,-0.0125,1.002
0.243000,-0.9882,0.1514,-0.0079,1.000
0.243000,-0.9921,0.1475,-0.0111,1.003
0.244000,-0.9918,0.1531,-0.0152,1.004
0.244000,-0.9923,0.1472,-0.0199,1.003
0.245000,-0.9906,0.1492,-0.0196,1.002
0.246000,-0.9921,0.1482,-0.0235,1.003
0.246000,-0.9952,0.1519,-0.0335,1.007
0.247000,-0.9906,0.1558,-0.0230,1.003
0.247000,-0.9962,0.1433,-0.0240,1.007
0.248000,-0.9904,0.1504,-0.0196,1.002
0.249000,-0.9913,0.1538,-0.0204,1.003
0.249000,-0.9925,0.1492,-0.0228,1.004
0.250000,-0.9933,0.1431,-0.0240,1.004
0.250000,-0.9938,0.1465,-0.0116,1.005
0.251000,-0.9879,0.1550,-0.0128,1.000
0.251000,-0.9879,0.1465,-0.0284,0.999
0.252000,-0.9857,0.1494,-0.0086,0.997
0.253000,-0.9784,0.1484,-0.0072,0.990
0.253000,-0.9877,0.1475,-0.0081,0.999
0.254000,-0.9806,0.1524,-0.0067,0.992
0.255000,-0.9928,0.1502,-0.0064,1.004
0.255000,-0.9794,0.1462,-0.0233,0.990
0.256000,-0.9911,0.1611,0.0014,1.004
0.256000,-0.9957,0.1492,-0.0037,1.007
0.257000,-0.9987,0.1543,-0.0142,1.011
0.258000,-1.0006,0.1472,-0.0294,1.012
0.259000,-0.9921,0.1502,-0.0228,1.004
0.259000,-0.9801,0.1541,-0.0172,0.992
0.260000,-0.9725,0.1445,-0.0277,0.984
0.260000,-0.9745,0.1458,-0.0316,0.986
0.261000,-0.9767,0.1411,-0.0316,0.987
0.262000,-0.9869,0.1475,-0.0287,0.998
0.262000,-0.9855,0.1497,-0.0260,0.997
0.263000,-0.9967,0.1470,-0.0277,1.008
0.263000,-0.9899,0.1521,-0.0252,1.002
0.264000,-0.9884,0.1492,-0.0191,1.000
0.265000,-0.9884,0.1524,-0.0150,1.000
0.265000,-0.9889,0.1511,-0.0150,1.000
0.265000,-0.9972,0.1516,-0.0201,1.009
0.265000,-0.9930,0.1528,-0.0096,1.005
0.266000,-0.9945,0.1489,-0.0064,1.006
0.266000,-0.9899,0.1524,-0.0118,1.002
0.266000,-0.9882,0.1524,-0.0184,1.000
0.266000,-0.9852,0.1545,-0.0125,0.997
0.267000,-0.9877,0.1504,-0.0111,0.999
0.267000,-0.9855,0.1475,-0.0150,0.997
0.267000,-0.9850,0.1516,-0.0130,0.997
0.268000,-0.9899,0.1528,-0.0164,1.002
0.268000,-0.9901,0.1484,-0.0172,1.001
0.268000,-0.9874,0.1499,-0.0113,0.999
0.269000,-0.9899,0.1511,-0.0160,1.001
0.269000,-0.9889,0.1492,-0.0223,1.000
0.269000,-0.9874,0.1472,-0.0235,0.999
0.276000,-0.9850,0.1484,-0.0247,0.996
0.278000,-0.9833,0.1484,-0.0226,0.995
0.288000,-0.9862,0.1482,-0.0287,0.998
0.289000,-0.9916,0.1489,-0.0287,1.003
0.303000,-0.9918,0.1487,-0.0265,1.003
0.304000,-0.9860,0.1484,-0.0206,0.997
0.304000,-0.9855,0.1494,-0.0179,0.997
0.312000,-0.9860,0.1487,-0.0125,0.997
0.313000,-0.9886,0.1504,-0.0142,1.000
0.316000,-0.9943,0.1477,-0.0138,1.005
0.321000,-0.9987,0.1524,-0.0101,1.010
0.326000,-1.0001,0.1536,-0.0103,1.012
0.330000,-0.9979,0.1504,-0.0108,1.009
0.335000,-0.9945,0.1545,-0.0103,1.006
0.350000,-0.9913,0.1497,-0.0145,1.003
0.351000,-0.9874,0.1489,-0.0179,0.999
0.351000,-0.9847,0.1487,-0.0194,0.996
0.355000,-0.9813,0.1489,-0.0223,0.993
0.359000,-0.9796,0.1472,-0.0199,0.991
0.364000,-0.9789,0.1458,-0.0262,0.990
0.371000,-0.9823,0.1458,-0.0235,0.993
0.375000,-0.9847,0.1472,-0.0255,0.996
0.379000,-0.9852,0.1470,-0.0223,0.996
0.384000,-0.9911,0.1509,-0.0211,1.003
0.388000,-0.9872,0.1484,-0.0194,0.998
0.394000,-0.9862,0.1492,-0.0191,0.998
0.398000,-0.9835,0.1499,-0.0218,0.995
0.403000,-0.9862,0.1475,-0.0230,0.997
0.408000,-0.9838,0.1489,-0.0218,0.995
0.412000,-0.9911,0.1504,-0.0201,1.003
0.417000,-0.9930,0.1494,-0.0128,1.004
0.423000,-0.9960,0.1526,-0.0106,1.008
0.428000,-1.0004,0.1524,-0.0064,1.012
0.432000,-1.0026,0.1553,-0.0077,1.015
0.437000,-1.0001,0.1494,-0.0089,1.011
0.455000,-0.9940,0.1519,-0.0135,1.006
0.456000,-0.9925,0.1538,-0.0113,1.004
0.457000,-0.9886,0.1497,-0.0174,1.000
0.458000,-0.9864,0.1487,-0.0191,0.998
0.475000,-0.9835,0.1487,-0.0142,0.995
0.476000,-0.9840,0.1502,-0.0201,0.996
0.477000,-0.9823,0.1494,-0.0279,0.994
0.477000,-0.9801,0.1494,-0.0277,0.992
0.480000,-0.9796,0.1489,-0.0243,0.991
0.485000,-0.9794,0.1458,-0.0304,0.991
0.490000,-0.9838,0.1477,-0.0213,0.995
0.495000,-0.9811,0.1489,-0.0243,0.993
0.500000,-0.9838,0.1487,-0.0247,0.995
0.505000,-0.9847,0.1467,-0.0245,0.996
0.510000,-0.9889,0.1511,-0.0216,1.001
0.514000,-0.9899,0.1533,-0.0113,1.002
0.519000,-0.9979,0.1536,-0.0074,1.010
0.533000,-1.0023,0.1489,-0.0057,1.013
0.534000,-0.9979,0.1538,-0.0089,1.010
0.535000,-0.9943,0.1504,-0.0081,1.006
0.539000,-0.9911,0.1519,-0.0108,1.003
0.551000,-0.9874,0.1480,-0.0147,0.999
0.551000,-0.9852,0.1492,-0.0182,0.997
0.552000,-0.9835,0.1492,-0.0218,0.995
0.559000,-0.9823,0.1467,-0.0260,0.994
0.562000,-0.9808,0.1462,-0.0277,0.992
0.567000,-0.9821,0.1480,-0.0265,0.993
0.572000,-0.9869,0.1497,-0.0269,0.999
0.577000,-0.9901,0.1526,-0.0191,1.002
0.581000,-0.9955,0.1526,-0.0182,1.007
0.586000,-0.9906,0.1477,-0.0152,1.002
0.593000,-0.9874,0.1524,-0.0074,0.999
0.596000,-0.9838,0.1528,-0.0079,0.996
0.601000,-0.9850,0.1506,-0.0074,0.996
0.606000,-0.9816,0.1494,-0.0111,0.993
0.611000,-0.9852,0.1489,-0.0140,0.997
0.615000,-0.9867,0.1494,-0.0152,0.998
0.620000,-0.9896,0.1521,-0.0169,1.001
0.639000,-0.9891,0.1487,-0.0201,1.000
0.640000,-0.9882,0.1477,-0.0257,0.999
0.641000,-0.9882,0.1470,-0.0265,0.999
0.642000,-0.9857,0.1460,-0.0260,0.997
0.656000,-0.9901,0.1519,-0.0245,1.002
0.656000,-0.9904,0.1482,-0.0245,1.002
0.657000,-0.9916,0.1497,-0.0272,1.003
0.659000,-0.9928,0.1489,-0.0213,1.004
0.663000,-0.9891,0.1514,-0.0216,1.001
0.668000,-0.9884,0.1504,-0.0172,1.000
0.673000,-0.9864,0.1528,-0.0155,0.998
0.678000,-0.9913,0.1531,-0.0094,1.003
0.683000,-0.9879,0.1506,-0.0101,0.999
0.688000,-0.9857,0.1492,-0.0150,0.997
0.693000,-0.9852,0.1462,-0.0191,0.996
0.698000,-0.9847,0.1472,-0.0204,0.996
0.702000,-0.9830,0.1484,-0.0199,0.994
0.707000,-0.9852,0.1489,-0.0204,0.997
0.713000,-0.9877,0.1502,-0.0179,0.999
0.717000,-0.9928,0.1499,-0.0160,1.004
0.722000,-0.9955,0.1504,-0.0160,1.007
0.739000,-0.9972,0.1521,-0.0147,1.009
0.741000,-0.9972,0.1497,-0.0172,1.009
0.742000,-0.9933,0.1489,-0.0160,1.005
0.742000,-0.9906,0.1506,-0.0145,1.002
0.755000,-0.9860,0.1506,-0.0116,0.997
0.755000,-0.9838,0.1524,-0.0130,0.996
0.756000,-0.9821,0.1477,-0.0164,0.993
0.760000,-0.9857,0.1489,-0.0157,0.997
0.765000,-0.9835,0.1504,-0.0186,0.995
0.769000,-0.9877,0.1533,-0.0167,1.000
0.776000,-0.9899,0.1499,-0.0191,1.001
0.779000,-0.9921,0.1524,-0.0189,1.004
0.784000,-0.9918,0.1467,-0.0221,1.003
0.790000,-0.9891,0.1494,-0.0230,1.001
0.794000,-0.9874,0.1475,-0.0211,0.999
0.799000,-0.9869,0.1477,-0.0230,0.998
0.804000,-0.9886,0.1499,-0.0201,1.000
0.809000,-0.9852,0.1499,-0.0204,0.997
0.814000,-0.9847,0.1465,-0.0247,0.996
0.818000,-0.9828,0.1489,-0.0235,0.994
0.824000,-0.9806,0.1499,-0.0216,0.992
