time,gFx,gFy,gFz,TgF
7.692,0.2246,3.0345,-0.2941,3.057
8.055,-0.1219,0.2107,-0.033,0.246
8.421,0.2676,2.9583,-0.1783,2.976
8.774,0.1672,0.1572,-0.0145,0.23
9.176,0.2341,2.9459,-0.107,2.957
9.53,-0.1502,0.2305,-0.0059,0.275
9.907,0.2527,2.8667,-0.1774,2.883
10.311,0.1794,0.1838,0.0172,0.257
10.655,0.2285,2.8694,-0.0509,2.879
11.033,-0.1477,0.2598,-0.0155,0.299
11.394,0.2378,2.7837,-0.1908,2.8
11.763,0.1785,0.2056,0.0158,0.273
12.132,0.2222,2.7835,-0.0548,2.793
12.522,-0.1438,0.2923,-0.0179,0.326
12.869,0.2332,2.7097,-0.1666,2.725
13.242,0.1809,0.2449,0.0234,0.305
13.616,0.221,2.7051,-0.0633,2.715
13.982,-0.1394,0.3228,-0.0162,0.352
14.371,0.2498,2.6651,-0.108,2.679
14.746,0.1897,0.2378,-0.0682,0.312
