time,gFx,gFy,gFz,TgF
10.007,0.2214,3.0516,-0.2662,3.071
10.392,-0.1372,0.1904,-0.0689,0.245
10.757,0.2529,2.9749,-0.0648,2.986
11.12,0.178,0.1331,-0.0514,0.228
11.49,0.2454,2.9351,-0.109,2.947
11.888,-0.1516,0.2285,-0.0255,0.275
12.24,0.2539,2.8523,-0.1417,2.867
12.622,0.1775,0.2068,0.0165,0.273
13.003,0.2278,2.8377,-0.078,2.848
13.374,-0.1431,0.2705,-0.014,0.306
13.732,0.2393,2.7647,-0.1678,2.78
14.094,0.1746,0.2234,-0.0086,0.284
14.478,0.218,2.7437,-0.0843,2.754
14.848,-0.1441,0.3086,-0.0348,0.342
15.228,0.2383,2.6721,-0.1786,2.689
15.563,0.1653,0.2461,-0.0155,0.297
15.947,0.2131,2.6741,-0.0841,2.684
16.311,-0.1414,0.3335,-0.0377,0.364
16.684,0.2356,2.6223,-0.1371,2.636
17.056,0.1875,0.2739,-0.0431,0.335
