time,gFx,gFy,gFz,TgF
0.280000,-0.1298,0.7476,0.7699,1.081
0.283000,-0.1295,0.7454,0.7856,1.091
0.284000,-0.1322,0.7451,0.7924,1.096
0.284000,-0.1349,0.7459,0.7919,1.096
0.285000,-0.1356,0.7454,0.7887,1.094
0.286000,-0.1388,0.7459,0.7760,1.085
0.286000,-0.1439,0.7437,0.7628,1.075
0.287000,-0.1535,0.7449,0.7519,1.069
0.288000,-0.1559,0.7481,0.7404,1.064
0.288000,-0.1532,0.7490,0.7309,1.058
0.289000,-0.1530,0.7473,0.7235,1.051
0.289000,-0.1486,0.7486,0.7226,1.051
0.290000,-0.1415,0.7432,0.7226,1.046
0.291000,-0.1381,0.7427,0.7265,1.048
0.291000,-0.1303,0.7437,0.7375,1.055
0.292000,-0.1276,0.7459,0.7480,1.064
0.292000,-0.1256,0.7473,0.7504,1.066
0.293000,-0.1149,0.7464,0.7484,1.063
0.294000,-0.1005,0.7471,0.7421,1.058
0.294000,-0.0939,0.7415,0.7243,1.041
0.295000,-0.0824,0.7446,0.7028,1.027
0.296000,-0.0817,0.7466,0.6811,1.014
0.296000,-0.0819,0.7478,0.6623,1.002
0.297000,-0.0812,0.7520,0.6547,1.000
0.297000,-0.0788,0.7551,0.6478,0.998
0.298000,-0.0780,0.7630,0.6434,1.001
0.299000,-0.0756,0.7622,0.6422,1.000
0.299000,-0.0773,0.7647,0.6425,1.002
0.300000,-0.0822,0.7610,0.6452,1.001
0.300000,-0.0856,0.7603,0.6503,1.004
0.301000,-0.0919,0.7549,0.6581,1.006
0.301000,-0.0924,0.7566,0.6684,1.014
0.302000,-0.0954,0.7583,0.6727,1.018
0.303000,-0.1022,0.7559,0.6742,1.018
0.303000,-0.1061,0.7522,0.6754,1.017
0.304000,-0.1100,0.7537,0.6725,1.016
0.304000,-0.1081,0.7493,0.6659,1.008
0.305000,-0.1073,0.7522,0.6532,1.002
0.305000,-0.0978,0.7505,0.6398,0.991
0.306000,-0.0851,0.7571,0.6278,0.987
0.306000,-0.0722,0.7630,0.6242,0.988
0.307000,-0.0556,0.7659,0.6290,0.993
0.308000,-0.0409,0.7671,0.6364,0.998
0.308000,-0.0363,0.7639,0.6405,0.998
0.309000,-0.0299,0.7620,0.6539,1.005
0.309000,-0.0204,0.7595,0.6691,1.012
0.310000,-0.0216,0.7566,0.6850,1.021
0.311000,-0.0304,0.7532,0.6952,1.025
0.312000,-0.0446,0.7505,0.7013,1.028
0.312000,-0.0558,0.7424,0.7086,1.028
0.313000,-0.0714,0.7381,0.7130,1.029
0.314000,-0.0858,0.7341,0.7128,1.027
0.314000,-0.0976,0.7298,0.7147,1.026
0.315000,-0.1049,0.7300,0.7084,1.023
0.315000,-0.1071,0.7271,0.7020,1.016
0.316000,-0.1007,0.7290,0.6908,1.009
0.316000,-0.0951,0.7339,0.6828,1.007
0.316000,-0.0890,0.7298,0.6706,0.995
0.317000,-0.0809,0.7332,0.6574,0.988
0.317000,-0.0724,0.7381,0.6432,0.982
0.317000,-0.0636,0.7442,0.6325,0.979
0.317000,-0.0558,0.7478,0.6234,0.975
0.318000,-0.0490,0.7554,0.6154,0.976
0.318000,-0.0453,0.7620,0.6132,0.979
0.318000,-0.0390,0.7674,0.6132,0.983
0.318000,-0.0321,0.7681,0.6195,0.987
0.319000,-0.0275,0.7713,0.6310,0.997
0.319000,-0.0238,0.7644,0.6391,0.997
0.326000,-0.0228,0.7630,0.6442,0.999
0.337000,-0.0243,0.7573,0.6456,0.995
0.338000,-0.0302,0.7498,0.6454,0.990
0.340000,-0.0402,0.7473,0.6417,0.986
0.369000,-0.0548,0.7393,0.6398,0.979
0.370000,-0.0658,0.7373,0.6315,0.973
0.370000,-0.0773,0.7368,0.6256,0.970
0.370000,-0.0875,0.7371,0.6234,0.969
0.370000,-0.0912,0.7422,0.6212,0.972
0.371000,-0.0907,0.7439,0.6210,0.973
0.398000,-0.0871,0.7473,0.6237,0.977
0.399000,-0.0788,0.7539,0.6254,0.983
0.399000,-0.0646,0.7588,0.6276,0.987
0.399000,-0.0516,0.7598,0.6303,0.989
0.400000,-0.0368,0.7634,0.6298,0.990
0.400000,-0.0236,0.7652,0.6300,0.991
0.405000,-0.0145,0.7698,0.6347,0.998
0.407000,-0.0092,0.7764,0.6420,1.007
0.417000,-0.0033,0.7761,0.6442,1.009
0.418000,-0.0070,0.7798,0.6498,1.015
0.421000,-0.0065,0.7749,0.6508,1.012
0.443000,-0.0116,0.7669,0.6576,1.010
0.444000,-0.0165,0.7615,0.6591,1.007
0.444000,-0.0253,0.7566,0.6596,1.004
0.444000,-0.0385,0.7522,0.6596,1.001
0.452000,-0.0499,0.7481,0.6618,1.000
0.453000,-0.0582,0.7471,0.6598,0.998
0.456000,-0.0624,0.7464,0.6605,0.999
0.469000,-0.0624,0.7449,0.6596,0.997
0.470000,-0.0604,0.7468,0.6566,0.996
0.470000,-0.0582,0.7483,0.6554,0.996
