time,gFx,gFy,gFz,TgF
0.278000,-0.0289,0.8299,0.7580,1.124
0.279000,-0.0197,0.8340,0.8026,1.158
0.280000,-0.0245,0.8379,0.8373,1.185
0.281000,-0.0277,0.8394,0.8600,1.202
0.282000,-0.0299,0.8430,0.8654,1.209
0.282000,-0.0321,0.8465,0.8595,1.207
0.283000,-0.0346,0.8482,0.8385,1.193
0.283000,-0.0436,0.8487,0.8063,1.171
0.284000,-0.0548,0.8533,0.7660,1.148
0.285000,-0.0700,0.8491,0.7155,1.113
0.285000,-0.0863,0.8433,0.6696,1.080
0.285000,-0.1044,0.8423,0.6281,1.056
0.286000,-0.1193,0.8433,0.5975,1.040
0.286000,-0.1305,0.8416,0.5719,1.026
0.286000,-0.1359,0.8389,0.5624,1.019
0.286000,-0.1398,0.8433,0.5641,1.024
0.287000,-0.1315,0.8457,0.5858,1.037
0.287000,-0.1173,0.8496,0.6261,1.062
0.287000,-0.1037,0.8509,0.6657,1.085
0.288000,-0.0917,0.8516,0.7047,1.109
0.288000,-0.0763,0.8494,0.7397,1.129
0.288000,-0.0653,0.8462,0.7733,1.148
0.288000,-0.0541,0.8445,0.7987,1.164
0.289000,-0.0416,0.8413,0.8173,1.174
0.289000,-0.0348,0.8382,0.8288,1.179
0.290000,-0.0241,0.8382,0.8300,1.180
0.290000,-0.0148,0.8367,0.8180,1.170
0.290000,-0.0104,0.8328,0.8019,1.156
0.290000,-0.0138,0.8242,0.7743,1.131
0.291000,-0.0228,0.8238,0.7448,1.111
0.292000,-0.0328,0.8186,0.7140,1.087
0.292000,-0.0446,0.8128,0.6796,1.060
0.292000,-0.0565,0.8093,0.6459,1.037
0.292000,-0.0665,0.8062,0.6190,1.019
0.293000,-0.0778,0.8076,0.5988,1.008
0.293000,-0.0805,0.8101,0.5885,1.005
0.293000,-0.0800,0.8128,0.5839,1.004
0.293000,-0.0756,0.8125,0.5839,1.003
0.294000,-0.0675,0.8123,0.5848,1.003
0.294000,-0.0634,0.8106,0.5822,1.000
0.294000,-0.0570,0.8074,0.5827,0.997
0.295000,-0.0516,0.8045,0.5817,0.994
0.295000,-0.0448,0.8023,0.5790,0.990
0.295000,-0.0309,0.8035,0.5805,0.992
0.295000,-0.0160,0.8081,0.5805,0.995
0.296000,-0.0082,0.8123,0.5792,0.998
0.296000,0.0038,0.8162,0.5900,1.007
0.296000,0.0096,0.8159,0.5978,1.012
0.296000,0.0126,0.8150,0.6090,1.017
0.297000,0.0133,0.8086,0.6149,1.016
0.297000,0.0062,0.8045,0.6176,1.014
0.297000,-0.0040,0.7974,0.6183,1.009
0.298000,-0.0148,0.7959,0.6183,1.008
0.298000,-0.0292,0.7862,0.6100,0.995
0.298000,-0.0392,0.7840,0.6032,0.990
0.298000,-0.0426,0.7771,0.5941,0.979
0.299000,-0.0526,0.7759,0.5824,0.972
0.299000,-0.0585,0.7720,0.5719,0.963
0.299000,-0.0648,0.7727,0.5682,0.961
0.299000,-0.0629,0.7735,0.5702,0.963
0.300000,-0.0563,0.7725,0.5700,0.962
0.300000,-0.0502,0.7769,0.5702,0.965
0.300000,-0.0441,0.7798,0.5700,0.967
0.300000,-0.0316,0.7832,0.5700,0.969
0.312000,-0.0153,0.7840,0.5639,0.966
0.312000,-0.0040,0.7852,0.5580,0.963
0.314000,0.0011,0.7847,0.5460,0.956
0.358000,0.0052,0.7869,0.5360,0.952
0.359000,0.0050,0.7896,0.5284,0.950
0.359000,-0.0009,0.7937,0.5228,0.950
0.360000,-0.0084,0.7969,0.5226,0.953
0.360000,-0.0177,0.7979,0.5167,0.951
0.360000,-0.0255,0.7925,0.5197,0.948
0.360000,-0.0380,0.7896,0.5233,0.948
0.361000,-0.0397,0.7862,0.5348,0.952
0.361000,-0.0463,0.7796,0.5490,0.955
0.362000,-0.0477,0.7735,0.5646,0.959
0.369000,-0.0475,0.7669,0.5770,0.961
0.375000,-0.0492,0.7615,0.5919,0.966
0.412000,-0.0504,0.7573,0.6000,0.968
0.412000,-0.0509,0.7539,0.6007,0.965
0.412000,-0.0558,0.7507,0.6024,0.964
0.413000,-0.0573,0.7424,0.6005,0.957
0.413000,-0.0602,0.7395,0.5949,0.951
0.413000,-0.0629,0.7393,0.5895,0.948
0.413000,-0.0663,0.7366,0.5817,0.941
0.413000,-0.0717,0.7368,0.5704,0.935
0.421000,-0.0741,0.7322,0.5612,0.925
0.421000,-0.0731,0.7339,0.5541,0.922
0.430000,-0.0753,0.7412,0.5514,0.927
0.431000,-0.0744,0.7432,0.5475,0.926
0.435000,-0.0712,0.7471,0.5446,0.927
0.461000,-0.0673,0.7483,0.5399,0.925
0.461000,-0.0582,0.7515,0.5394,0.927
0.462000,-0.0526,0.7576,0.5360,0.930
0.462000,-0.0468,0.7608,0.5333,0.930
0.462000,-0.0433,0.7615,0.5319,0.930
0.470000,-0.0451,0.7605,0.5299,0.928
0.470000,-0.0399,0.7617,0.5277,0.928
0.482000,-0.0431,0.7591,0.5263,0.925
0.482000,-0.0507,0.7600,0.5314,0.929
0.483000,-0.0514,0.7600,0.5331,0.930
0.489000,-0.0556,0.7569,0.5377,0.930
0.499000,-0.0553,0.7588,0.5490,0.938
0.500000,-0.0536,0.7586,0.5624,0.946
0.503000,-0.0495,0.7593,0.5765,0.955
0.515000,-0.0468,0.7625,0.5924,0.967
0.516000,-0.0412,0.7588,0.6012,0.969
0.518000,-0.0355,0.7566,0.6107,0.973
0.556000,-0.0314,0.7620,0.6173,0.981
0.557000,-0.0285,0.7634,0.6144,0.980
0.557000,-0.0255,0.7649,0.6120,0.980
0.557000,-0.0263,0.7688,0.6068,0.980
0.558000,-0.0275,0.7693,0.5946,0.973
0.558000,-0.0321,0.7735,0.5888,0.973
0.558000,-0.0350,0.7725,0.5746,0.963
0.558000,-0.0385,0.7727,0.5617,0.956
0.562000,-0.0380,0.7749,0.5460,0.949
0.566000,-0.0341,0.7752,0.5328,0.941
0.571000,-0.0241,0.7808,0.5182,0.937
0.577000,-0.0153,0.7835,0.5026,0.931
0.581000,-0.0082,0.7881,0.4911,0.929
0.586000,-0.0035,0.7925,0.4821,0.928
0.592000,0.0023,0.7945,0.4813,0.929
0.596000,0.0011,0.7984,0.4774,0.930
0.600000,-0.0035,0.8006,0.4813,0.934
0.606000,-0.0101,0.8001,0.4916,0.939
0.620000,-0.0160,0.8003,0.5038,0.946
0.622000,-0.0275,0.7949,0.5126,0.946
0.622000,-0.0360,0.7908,0.5326,0.954
0.625000,-0.0409,0.7874,0.5512,0.962
0.630000,-0.0463,0.7849,0.5692,0.971
0.634000,-0.0477,0.7808,0.5851,0.977
0.665000,-0.0485,0.7786,0.6029,0.986
0.666000,-0.0433,0.7754,0.6149,0.991
0.666000,-0.0375,0.7732,0.6254,0.995
0.667000,-0.0370,0.7742,0.6322,1.000
0.667000,-0.0316,0.7776,0.6351,1.005
0.667000,-0.0297,0.7791,0.6322,1.004
0.669000,-0.0228,0.7852,0.6310,1.008
0.674000,-0.0194,0.7898,0.6229,1.006
0.678000,-0.0160,0.7969,0.6124,1.005
0.683000,-0.0111,0.7998,0.6034,1.002
0.688000,-0.0123,0.8050,0.5944,1.001
0.695000,-0.0126,0.8081,0.5858,0.998
0.698000,-0.0167,0.8157,0.5812,1.002
0.703000,-0.0150,0.8201,0.5851,1.008
0.716000,-0.0121,0.8208,0.5907,1.011
0.717000,-0.0114,0.8220,0.5983,1.017
0.717000,-0.0106,0.8220,0.6078,1.022
0.722000,-0.0150,0.8179,0.6205,1.027
0.727000,-0.0231,0.8179,0.6347,1.036
0.732000,-0.0316,0.8159,0.6503,1.044
0.737000,-0.0399,0.8135,0.6608,1.049
0.768000,-0.0497,0.8089,0.6713,1.052
0.769000,-0.0558,0.8054,0.6764,1.053
0.770000,-0.0661,0.8023,0.6796,1.053
0.770000,-0.0705,0.8047,0.6803,1.056
0.770000,-0.0719,0.7996,0.6801,1.052
0.771000,-0.0707,0.8050,0.6730,1.052
0.771000,-0.0661,0.8076,0.6679,1.050
0.778000,-0.0619,0.8125,0.6601,1.049
0.781000,-0.0529,0.8194,0.6566,1.051
0.785000,-0.0399,0.8289,0.6498,1.054
0.791000,-0.0282,0.8338,0.6437,1.054
0.795000,-0.0128,0.8416,0.6437,1.060
0.800000,0.0038,0.8457,0.6437,1.063
0.805000,0.0133,0.8528,0.6447,1.069
0.816000,0.0199,0.8582,0.6513,1.078
0.816000,0.0253,0.8618,0.6549,1.083
0.819000,0.0316,0.8657,0.6652,1.092
0.824000,0.0306,0.8616,0.6723,1.093
0.830000,0.0328,0.8596,0.6740,1.093
0.834000,0.0299,0.8570,0.6771,1.093
0.840000,0.0236,0.8506,0.6752,1.086
0.863000,0.0177,0.8440,0.6730,1.080
0.864000,0.0113,0.8360,0.6730,1.073
0.864000,0.0116,0.8343,0.6703,1.070
0.865000,0.0082,0.8308,0.6688,1.067
