time,gFx,gFy,gFz,TgF
0.243000,-0.0861,0.7481,0.5448,0.929
0.244000,-0.0509,0.7522,0.6137,0.972
0.245000,-0.0184,0.7661,0.6935,1.034
0.245000,0.0045,0.7710,0.7570,1.081
0.246000,0.0101,0.7725,0.8002,1.112
0.247000,0.0082,0.7647,0.8251,1.125
0.247000,-0.0082,0.7610,0.8339,1.129
0.248000,-0.0314,0.7534,0.8273,1.119
0.248000,-0.0595,0.7437,0.8192,1.108
0.249000,-0.0827,0.7356,0.7975,1.088
0.250000,-0.0958,0.7283,0.7668,1.062
0.251000,-0.1044,0.7193,0.7353,1.034
0.251000,-0.1110,0.7134,0.7047,1.009
0.252000,-0.1176,0.7119,0.6727,0.987
0.252000,-0.1225,0.7092,0.6388,0.962
0.253000,-0.1286,0.7114,0.6095,0.946
0.254000,-0.1300,0.7156,0.5770,0.928
0.254000,-0.1322,0.7246,0.5609,0.926
0.255000,-0.1291,0.7266,0.5465,0.918
0.255000,-0.1193,0.7268,0.5367,0.911
0.256000,-0.1142,0.7276,0.5411,0.914
0.257000,-0.1019,0.7263,0.5482,0.916
0.257000,-0.0907,0.7227,0.5656,0.922
0.258000,-0.0705,0.7146,0.5905,0.930
0.258000,-0.0495,0.7117,0.6237,0.948
0.259000,-0.0287,0.7127,0.6581,0.970
0.260000,-0.0114,0.7161,0.6837,0.990
0.260000,-0.0018,0.7163,0.7143,1.012
0.261000,0.0067,0.7207,0.7328,1.028
0.261000,0.0113,0.7229,0.7526,1.044
0.262000,0.0099,0.7227,0.7633,1.051
0.263000,0.0030,0.7222,0.7743,1.059
0.263000,-0.0079,0.7271,0.7787,1.065
0.264000,-0.0248,0.7251,0.7763,1.063
0.264000,-0.0477,0.7229,0.7704,1.058
0.265000,-0.0656,0.7141,0.7611,1.046
0.266000,-0.0809,0.7063,0.7462,1.031
0.266000,-0.0927,0.6943,0.7284,1.011
0.267000,-0.1005,0.6819,0.7050,0.986
0.268000,-0.1063,0.6675,0.6791,0.958
0.269000,-0.1132,0.6616,0.6547,0.938
0.270000,-0.1139,0.6594,0.6305,0.919
0.270000,-0.1161,0.6609,0.6100,0.907
0.270000,-0.1159,0.6660,0.5910,0.898
0.271000,-0.1054,0.6638,0.5722,0.883
0.271000,-0.0917,0.6704,0.5626,0.880
0.271000,-0.0705,0.6780,0.5536,0.878
0.272000,-0.0497,0.6873,0.5494,0.881
0.272000,-0.0348,0.7012,0.5543,0.895
0.272000,-0.0143,0.7114,0.5709,0.912
0.272000,0.0065,0.7241,0.5917,0.935
0.273000,0.0157,0.7319,0.6173,0.958
0.273000,0.0277,0.7329,0.6369,0.971
0.273000,0.0331,0.7324,0.6579,0.985
0.274000,0.0265,0.7210,0.6654,0.981
0.274000,0.0113,0.7188,0.6623,0.977
0.274000,-0.0065,0.7105,0.6532,0.965
0.275000,-0.0253,0.7012,0.6388,0.949
0.275000,-0.0453,0.6934,0.6305,0.938
0.275000,-0.0685,0.6904,0.6200,0.930
0.283000,-0.0883,0.6885,0.6176,0.929
0.284000,-0.0980,0.6900,0.6193,0.932
0.291000,-0.1068,0.6948,0.6239,0.940
0.293000,-0.1044,0.7002,0.6381,0.953
0.298000,-0.0958,0.7095,0.6549,0.970
0.307000,-0.0809,0.7195,0.6708,0.987
0.308000,-0.0641,0.7212,0.6872,0.998
0.312000,-0.0460,0.7239,0.6969,1.006
0.317000,-0.0258,0.7234,0.7113,1.015
0.322000,-0.0104,0.7227,0.7165,1.018
0.327000,-0.0035,0.7258,0.7172,1.020
0.342000,-0.0006,0.7278,0.7162,1.021
0.343000,-0.0055,0.7278,0.7189,1.023
0.343000,-0.0128,0.7312,0.7213,1.027
0.347000,-0.0226,0.7359,0.7274,1.035
0.351000,-0.0280,0.7378,0.7345,1.041
0.356000,-0.0370,0.7383,0.7426,1.048
0.361000,-0.0438,0.7405,0.7502,1.055
0.374000,-0.0524,0.7446,0.7489,1.057
0.375000,-0.0568,0.7454,0.7487,1.058
0.376000,-0.0602,0.7490,0.7472,1.060
0.381000,-0.0658,0.7529,0.7433,1.060
0.385000,-0.0685,0.7598,0.7406,1.063
0.390000,-0.0636,0.7627,0.7438,1.067
0.396000,-0.0641,0.7666,0.7448,1.071
0.415000,-0.0541,0.7695,0.7541,1.079
0.416000,-0.0429,0.7698,0.7626,1.084
0.417000,-0.0343,0.7720,0.7726,1.093
0.417000,-0.0336,0.7776,0.7885,1.108
0.423000,-0.0353,0.7810,0.8056,1.123
0.424000,-0.0314,0.7881,0.8195,1.137
0.429000,-0.0368,0.7862,0.8307,1.144
0.434000,-0.0404,0.7871,0.8466,1.157
0.439000,-0.0451,0.7788,0.8490,1.153
0.444000,-0.0541,0.7695,0.8507,1.148
0.450000,-0.0587,0.7564,0.8434,1.134
0.454000,-0.0709,0.7549,0.8383,1.130
0.459000,-0.0831,0.7476,0.8305,1.120
0.463000,-0.0905,0.7407,0.8222,1.110
0.468000,-0.0924,0.7427,0.8109,1.104
0.473000,-0.0944,0.7402,0.7941,1.090
0.478000,-0.0922,0.7354,0.7826,1.078
0.492000,-0.0907,0.7315,0.7702,1.066
0.493000,-0.0827,0.7298,0.7636,1.059
0.494000,-0.0744,0.7234,0.7555,1.049
0.498000,-0.0661,0.7241,0.7465,1.042
0.503000,-0.0582,0.7197,0.7440,1.037
0.507000,-0.0595,0.7197,0.7433,1.036
0.512000,-0.0580,0.7229,0.7450,1.040
0.531000,-0.0619,0.7254,0.7526,1.047
0.532000,-0.0636,0.7251,0.7582,1.051
0.533000,-0.0651,0.7158,0.7611,1.047
0.534000,-0.0673,0.7051,0.7641,1.042
0.539000,-0.0692,0.6939,0.7619,1.033
0.541000,-0.0712,0.6865,0.7558,1.024
0.546000,-0.0768,0.6790,0.7519,1.016
0.551000,-0.0814,0.6716,0.7414,1.004
0.556000,-0.0861,0.6677,0.7323,0.995
0.561000,-0.0900,0.6631,0.7174,0.981
0.565000,-0.0963,0.6665,0.7082,0.977
0.570000,-0.0985,0.6658,0.6964,0.968
0.576000,-0.0956,0.6714,0.6886,0.966
0.581000,-0.0910,0.6780,0.6867,0.969
0.594000,-0.0831,0.6851,0.6952,0.980
0.595000,-0.0614,0.6912,0.7094,0.992
0.596000,-0.0385,0.6975,0.7277,1.009
0.603000,-0.0182,0.7026,0.7443,1.024
0.605000,-0.0055,0.7070,0.7589,1.037
0.610000,0.0021,0.7129,0.7658,1.046
0.614000,0.0048,0.7168,0.7697,1.052
0.629000,0.0072,0.7188,0.7687,1.052
0.630000,0.0118,0.7139,0.7660,1.047
0.630000,0.0087,0.7117,0.7541,1.037
0.640000,0.0040,0.7088,0.7372,1.023
0.641000,0.0030,0.7078,0.7199,1.010
0.646000,0.0006,0.7044,0.7018,0.994
0.649000,-0.0035,0.7044,0.6845,0.982
0.654000,-0.0123,0.7017,0.6684,0.969
0.658000,-0.0211,0.6992,0.6522,0.956
0.663000,-0.0363,0.6997,0.6434,0.951
0.678000,-0.0463,0.7085,0.6393,0.955
0.679000,-0.0570,0.7078,0.6371,0.954
0.679000,-0.0592,0.7131,0.6378,0.959
0.682000,-0.0604,0.7163,0.6393,0.962
0.688000,-0.0648,0.7136,0.6427,0.963
0.692000,-0.0653,0.7158,0.6439,0.965
0.697000,-0.0629,0.7153,0.6471,0.967
0.716000,-0.0631,0.7168,0.6566,0.974
0.717000,-0.0641,0.7180,0.6657,0.981
0.718000,-0.0563,0.7178,0.6745,0.987
0.718000,-0.0402,0.7166,0.6842,0.992
0.721000,-0.0287,0.7175,0.6940,0.999
0.726000,-0.0177,0.7171,0.7018,1.003
0.731000,-0.0126,0.7144,0.7064,1.005
0.736000,-0.0101,0.7156,0.7130,1.010
0.740000,-0.0136,0.7153,0.7160,1.012
0.745000,-0.0199,0.7088,0.7130,1.006
0.750000,-0.0238,0.6980,0.7143,0.999
0.755000,-0.0319,0.6946,0.7057,0.991
0.760000,-0.0402,0.6882,0.6962,0.980
0.765000,-0.0468,0.6819,0.6881,0.970
0.770000,-0.0551,0.6812,0.6789,0.963
0.775000,-0.0665,0.6726,0.6720,0.953
0.780000,-0.0653,0.6712,0.6671,0.949
0.794000,-0.0653,0.6690,0.6640,0.945
0.795000,-0.0595,0.6653,0.6586,0.938
0.795000,-0.0565,0.6636,0.6515,0.932
0.799000,-0.0473,0.6616,0.6493,0.928
0.804000,-0.0316,0.6626,0.6439,0.925
0.809000,-0.0180,0.6650,0.6400,0.923
0.814000,-0.0092,0.6736,0.6349,0.926
0.829000,-0.0099,0.6838,0.6400,0.937
0.830000,-0.0079,0.6958,0.6413,0.946
0.830000,-0.0092,0.7039,0.6481,0.957
0.835000,-0.0082,0.7088,0.6561,0.966
0.840000,-0.0055,0.7056,0.6574,0.964
0.843000,-0.0035,0.7012,0.6566,0.961
0.848000,-0.0026,0.6983,0.6571,0.959
0.853000,-0.0001,0.6951,0.6537,0.954
0.857000,0.0021,0.6890,0.6510,0.948
0.862000,0.0030,0.6904,0.6513,0.949
0.878000,0.0065,0.6919,0.6530,0.951
0.879000,0.0084,0.6936,0.6498,0.950
0.879000,0.0084,0.6939,0.6493,0.950
0.882000,0.0170,0.6939,0.6520,0.952
0.887000,0.0209,0.6931,0.6539,0.953
0.891000,0.0206,0.6934,0.6603,0.958
0.896000,0.0143,0.6926,0.6652,0.960
0.905000,0.0121,0.6892,0.6674,0.959
0.906000,-0.0009,0.6868,0.6601,0.953
0.911000,-0.0106,0.6829,0.6574,0.948
0.916000,-0.0211,0.6809,0.6505,0.942
0.921000,-0.0285,0.6816,0.6425,0.937
0.926000,-0.0333,0.6777,0.6286,0.925
0.931000,-0.0333,0.6773,0.6154,0.916
0.937000,-0.0282,0.6843,0.6073,0.915
0.943000,-0.0219,0.6873,0.6005,0.913
0.946000,-0.0114,0.6902,0.5978,0.913
0.954000,-0.0004,0.6926,0.5963,0.914
0.956000,0.0145,0.6943,0.5956,0.915
0.960000,0.0189,0.6961,0.5993,0.919
0.965000,0.0172,0.6965,0.5997,0.919
0.980000,0.0133,0.6968,0.6046,0.923
0.982000,0.0045,0.6968,0.6132,0.928
0.983000,-0.0084,0.6995,0.6203,0.935
0.990000,-0.0204,0.6946,0.6261,0.935
0.990000,-0.0270,0.6948,0.6310,0.939
0.994000,-0.0336,0.6926,0.6359,0.941
0.998000,-0.0404,0.6865,0.6388,0.939
1.009000,-0.0443,0.6821,0.6376,0.935
1.010000,-0.0409,0.6741,0.6371,0.928
1.013000,-0.0321,0.6721,0.6369,0.926
1.021000,-0.0289,0.6697,0.6356,0.924
1.023000,-0.0241,0.6692,0.6337,0.922
1.028000,-0.0199,0.6714,0.6344,0.924
1.033000,-0.0131,0.6770,0.6334,0.927
1.037000,-0.0114,0.6838,0.6310,0.931
1.042000,-0.0033,0.6941,0.6281,0.936
1.047000,0.0057,0.6983,0.6244,0.937
1.053000,0.0109,0.7034,0.6239,0.940
1.057000,0.0187,0.7053,0.6237,0.942
1.062000,0.0258,0.7075,0.6217,0.942
1.067000,0.0279,0.7058,0.6222,0.941
1.079000,0.0245,0.7107,0.6242,0.946
1.080000,0.0165,0.7122,0.6271,0.949
1.081000,0.0048,0.7153,0.6364,0.957
1.086000,-0.0119,0.7214,0.6493,0.971
1.091000,-0.0258,0.7278,0.6662,0.987
1.096000,-0.0360,0.7317,0.6842,1.002
1.108000,-0.0451,0.7310,0.6991,1.012
1.109000,-0.0441,0.7273,0.7140,1.020
1.110000,-0.0516,0.7246,0.7294,1.029
1.115000,-0.0526,0.7202,0.7484,1.040
1.120000,-0.0499,0.7175,0.7692,1.053
1.125000,-0.0529,0.7183,0.7841,1.065
1.130000,-0.0490,0.7188,0.7939,1.072
1.135000,-0.0495,0.7219,0.8000,1.079
1.140000,-0.0521,0.7266,0.7997,1.082
1.144000,-0.0487,0.7312,0.7939,1.080
1.150000,-0.0458,0.7373,0.7814,1.075
1.155000,-0.0453,0.7429,0.7758,1.075
1.160000,-0.0460,0.7498,0.7663,1.073
1.164000,-0.0438,0.7556,0.7626,1.074
1.178000,-0.0436,0.7578,0.7553,1.071
1.179000,-0.0492,0.7612,0.7494,1.069
1.181000,-0.0499,0.7656,0.7440,1.069
1.184000,-0.0495,0.7713,0.7394,1.070
1.208000,-0.0448,0.7798,0.7399,1.076
1.209000,-0.0431,0.7798,0.7367,1.074
1.209000,-0.0385,0.7798,0.7399,1.076
1.209000,-0.0372,0.7832,0.7401,1.078
1.210000,-0.0309,0.7822,0.7438,1.080
1.213000,-0.0304,0.7815,0.7519,1.085
1.220000,-0.0324,0.7803,0.7577,1.088
1.222000,-0.0289,0.7754,0.7614,1.087
1.227000,-0.0355,0.7732,0.7719,1.093
1.233000,-0.0424,0.7678,0.7799,1.095
1.238000,-0.0397,0.7659,0.7885,1.100
1.242000,-0.0377,0.7603,0.7995,1.104
1.247000,-0.0348,0.7515,0.8144,1.109
1.253000,-0.0316,0.7456,0.8207,1.109
1.257000,-0.0285,0.7305,0.8285,1.105
1.262000,-0.0314,0.7288,0.8341,1.108
1.267000,-0.0319,0.7239,0.8368,1.107
1.271000,-0.0343,0.7163,0.8351,1.101
1.277000,-0.0363,0.7139,0.8366,1.100
1.282000,-0.0353,0.7068,0.8361,1.095
1.295000,-0.0380,0.7061,0.8307,1.091
1.296000,-0.0402,0.7044,0.8283,1.088
1.298000,-0.0338,0.7036,0.8183,1.080
1.301000,-0.0299,0.7073,0.8122,1.077
1.334000,-0.0233,0.7105,0.8036,1.073
1.335000,-0.0184,0.7139,0.7951,1.069
1.335000,-0.0123,0.7168,0.7807,1.060
1.336000,-0.0087,0.7188,0.7685,1.052
1.336000,-0.0021,0.7185,0.7594,1.045
1.336000,0.0050,0.7141,0.7509,1.036
1.336000,0.0094,0.7107,0.7377,1.024
1.339000,0.0052,0.7070,0.7238,1.012
1.344000,0.0040,0.7090,0.7169,1.008
1.349000,-0.0004,0.7107,0.7121,1.006
1.354000,-0.0033,0.7066,0.7062,0.999
1.359000,-0.0092,0.7088,0.7018,0.997
1.363000,-0.0121,0.7046,0.7040,0.996
1.376000,-0.0177,0.7075,0.7050,0.999
1.378000,-0.0219,0.7034,0.7084,0.999
1.379000,-0.0302,0.7031,0.7033,0.995
1.384000,-0.0355,0.6943,0.7042,0.990
1.406000,-0.0412,0.6958,0.7020,0.989
1.408000,-0.0443,0.6882,0.7025,0.984
1.408000,-0.0431,0.6819,0.6964,0.976
1.408000,-0.0448,0.6802,0.6903,0.970
1.408000,-0.0441,0.6780,0.6842,0.964
1.413000,-0.0380,0.6814,0.6781,0.962
1.417000,-0.0302,0.6829,0.6737,0.960
1.422000,-0.0231,0.6868,0.6693,0.959
1.427000,-0.0160,0.6900,0.6679,0.960
1.432000,-0.0158,0.6951,0.6715,0.967
1.437000,-0.0131,0.6970,0.6725,0.969
1.443000,-0.0123,0.7005,0.6720,0.971
1.446000,-0.0131,0.7024,0.6745,0.974
1.454000,-0.0148,0.7024,0.6789,0.977
1.457000,-0.0165,0.6992,0.6854,0.979
1.462000,-0.0197,0.6958,0.6850,0.977
1.466000,-0.0258,0.6834,0.6852,0.968
1.471000,-0.0336,0.6748,0.6857,0.963
1.476000,-0.0443,0.6714,0.6859,0.961
1.481000,-0.0492,0.6677,0.6842,0.957
1.486000,-0.0568,0.6599,0.6857,0.953
1.496000,-0.0582,0.6594,0.6837,0.952
1.498000,-0.0619,0.6589,0.6813,0.950
1.501000,-0.0663,0.6585,0.6847,0.952
1.536000,-0.0741,0.6609,0.6898,0.958
1.537000,-0.0780,0.6619,0.6952,0.963
1.537000,-0.0802,0.6675,0.6964,0.968
1.537000,-0.0785,0.6714,0.6952,0.970
1.538000,-0.0775,0.6724,0.6908,0.967
1.538000,-0.0756,0.6721,0.6898,0.966
1.538000,-0.0736,0.6751,0.6811,0.962
1.540000,-0.0758,0.6733,0.6693,0.952
1.543000,-0.0729,0.6714,0.6571,0.942
1.548000,-0.0697,0.6733,0.6488,0.938
1.554000,-0.0612,0.6738,0.6413,0.932
1.558000,-0.0514,0.6792,0.6371,0.933
1.563000,-0.0412,0.6824,0.6351,0.933
1.570000,-0.0277,0.6892,0.6378,0.939
1.574000,-0.0172,0.6936,0.6373,0.942
1.578000,-0.0097,0.6961,0.6381,0.944
1.583000,-0.0079,0.7012,0.6420,0.951
1.597000,-0.0075,0.7046,0.6478,0.957
1.598000,-0.0062,0.7046,0.6544,0.962
1.599000,-0.0067,0.7053,0.6625,0.968
1.628000,-0.0131,0.6943,0.6715,0.966
1.629000,-0.0175,0.6890,0.6764,0.966
1.629000,-0.0280,0.6792,0.6820,0.963
1.630000,-0.0307,0.6770,0.6779,0.959
1.630000,-0.0377,0.6748,0.6776,0.957
1.630000,-0.0426,0.6714,0.6786,0.956
1.631000,-0.0448,0.6741,0.6784,0.957
1.646000,-0.0436,0.6765,0.6786,0.959
1.647000,-0.0416,0.6795,0.6737,0.958
1.648000,-0.0397,0.6836,0.6735,0.960
1.652000,-0.0353,0.6880,0.6701,0.961
1.656000,-0.0338,0.6890,0.6749,0.965
1.661000,-0.0314,0.6934,0.6749,0.968
1.666000,-0.0321,0.6965,0.6786,0.973
1.679000,-0.0336,0.6975,0.6811,0.975
1.681000,-0.0350,0.6948,0.6840,0.976
1.682000,-0.0394,0.6941,0.6811,0.973
1.718000,-0.0438,0.6873,0.6813,0.969
1.719000,-0.0473,0.6939,0.6798,0.973
1.719000,-0.0453,0.6904,0.6789,0.969
1.720000,-0.0455,0.6926,0.6749,0.968
1.720000,-0.0385,0.6943,0.6764,0.970
1.720000,-0.0299,0.6983,0.6727,0.970
1.721000,-0.0253,0.6997,0.6754,0.973
1.721000,-0.0192,0.6997,0.6776,0.974
1.723000,-0.0170,0.7000,0.6840,0.979
1.728000,-0.0233,0.7014,0.6872,0.982
1.733000,-0.0314,0.6983,0.6908,0.983
1.739000,-0.0463,0.7000,0.6994,0.991
1.743000,-0.0651,0.7031,0.7074,1.000
1.748000,-0.0841,0.7095,0.7221,1.016
1.755000,-0.0883,0.7219,0.7394,1.037
1.758000,-0.0939,0.7337,0.7602,1.061
1.763000,-0.0846,0.7390,0.7804,1.078
1.767000,-0.0673,0.7417,0.8000,1.093
1.774000,-0.0455,0.7444,0.8185,1.107
1.778000,-0.0248,0.7478,0.8361,1.122
1.782000,-0.0092,0.7490,0.8464,1.130
1.786000,-0.0028,0.7464,0.8471,1.129
1.798000,-0.0001,0.7429,0.8400,1.121
1.799000,-0.0011,0.7393,0.8356,1.116
1.802000,-0.0062,0.7371,0.8254,1.107
1.817000,-0.0165,0.7378,0.8083,1.094
1.818000,-0.0343,0.7354,0.7914,1.081
1.819000,-0.0475,0.7346,0.7729,1.067
1.821000,-0.0648,0.7332,0.7577,1.056
1.826000,-0.0790,0.7324,0.7475,1.049
1.831000,-0.0888,0.7359,0.7375,1.046
1.837000,-0.0897,0.7359,0.7338,1.043
1.840000,-0.0875,0.7388,0.7289,1.042
1.845000,-0.0802,0.7361,0.7267,1.037
1.851000,-0.0739,0.7366,0.7331,1.042
1.856000,-0.0665,0.7363,0.7421,1.048
1.860000,-0.0563,0.7390,0.7514,1.055
1.865000,-0.0497,0.7390,0.7604,1.062
1.879000,-0.0421,0.7417,0.7680,1.069
1.881000,-0.0358,0.7417,0.7785,1.076
1.882000,-0.0331,0.7393,0.7848,1.079
1.885000,-0.0287,0.7351,0.7939,1.082
1.913000,-0.0236,0.7293,0.7997,1.083
1.914000,-0.0214,0.7246,0.8012,1.080
1.914000,-0.0187,0.7180,0.8009,1.076
1.915000,-0.0199,0.7119,0.8002,1.071
1.915000,-0.0260,0.7058,0.7946,1.063
1.915000,-0.0348,0.7024,0.7826,1.052
1.918000,-0.0421,0.6985,0.7658,1.037
1.932000,-0.0529,0.6934,0.7523,1.024
1.933000,-0.0607,0.6914,0.7397,1.014
1.935000,-0.0651,0.6951,0.7331,1.012
1.940000,-0.0673,0.6926,0.7296,1.008
1.943000,-0.0595,0.6904,0.7272,1.005
1.948000,-0.0492,0.6902,0.7306,1.006
1.955000,-0.0424,0.6838,0.7248,0.997
1.957000,-0.0358,0.6802,0.7277,0.997
1.963000,-0.0368,0.6814,0.7177,0.990
1.968000,-0.0387,0.6824,0.7145,0.989
1.973000,-0.0438,0.6809,0.7069,0.983
1.977000,-0.0480,0.6836,0.6999,0.979
1.982000,-0.0521,0.6829,0.6894,0.972
1.997000,-0.0516,0.6824,0.6813,0.966
1.998000,-0.0526,0.6816,0.6769,0.962
2.000000,-0.0512,0.6809,0.6757,0.961
2.034000,-0.0492,0.6816,0.6754,0.961
2.035000,-0.0487,0.6807,0.6806,0.964
2.035000,-0.0455,0.6792,0.6886,0.968
2.036000,-0.0355,0.6787,0.6928,0.970
2.036000,-0.0319,0.6785,0.7040,0.978
2.036000,-0.0263,0.6780,0.7135,0.985
2.037000,-0.0267,0.6795,0.7209,0.991
2.037000,-0.0348,0.6802,0.7245,0.994
2.040000,-0.0412,0.6858,0.7277,1.001
2.044000,-0.0502,0.6887,0.7282,1.004
2.049000,-0.0556,0.6921,0.7262,1.005
2.054000,-0.0573,0.6936,0.7216,1.003
2.059000,-0.0568,0.6909,0.7155,0.996
2.064000,-0.0536,0.6895,0.7113,0.992
2.079000,-0.0495,0.6853,0.7042,0.984
2.080000,-0.0470,0.6836,0.6977,0.978
