time,gFx,gFy,gFz,TgF
0.275000,-0.0485,0.7930,0.6364,1.018
0.276000,-0.0377,0.7905,0.6759,1.041
0.277000,-0.0299,0.7864,0.7111,1.061
0.277000,-0.0243,0.7793,0.7440,1.078
0.278000,-0.0160,0.7779,0.7680,1.093
0.278000,-0.0136,0.7727,0.7821,1.100
0.279000,-0.0177,0.7700,0.7897,1.103
0.280000,-0.0194,0.7686,0.7907,1.103
0.280000,-0.0233,0.7661,0.7824,1.095
0.281000,-0.0309,0.7620,0.7733,1.086
0.281000,-0.0331,0.7564,0.7594,1.072
0.282000,-0.0387,0.7551,0.7487,1.064
0.283000,-0.0482,0.7539,0.7362,1.055
0.283000,-0.0575,0.7495,0.7284,1.047
0.284000,-0.0634,0.7532,0.7182,1.043
0.284000,-0.0685,0.7544,0.7123,1.040
0.285000,-0.0724,0.7573,0.7089,1.040
0.286000,-0.0761,0.7620,0.7074,1.043
0.287000,-0.0773,0.7654,0.7094,1.046
0.287000,-0.0768,0.7708,0.7104,1.051
0.288000,-0.0758,0.7710,0.7096,1.051
0.289000,-0.0729,0.7749,0.7067,1.051
0.290000,-0.0697,0.7737,0.7016,1.047
0.290000,-0.0624,0.7759,0.6959,1.044
0.291000,-0.0587,0.7788,0.6945,1.045
0.291000,-0.0499,0.7798,0.6962,1.047
0.292000,-0.0431,0.7835,0.6996,1.051
0.293000,-0.0360,0.7852,0.6984,1.051
0.293000,-0.0287,0.7910,0.7020,1.058
0.294000,-0.0204,0.7901,0.7062,1.060
0.294000,-0.0172,0.7866,0.7064,1.057
0.295000,-0.0182,0.7837,0.7047,1.054
0.295000,-0.0182,0.7776,0.7018,1.048
0.296000,-0.0219,0.7769,0.6967,1.044
0.297000,-0.0331,0.7722,0.6947,1.039
0.297000,-0.0387,0.7695,0.6901,1.034
0.298000,-0.0480,0.7656,0.6920,1.033
0.298000,-0.0551,0.7647,0.6928,1.033
0.299000,-0.0573,0.7654,0.6913,1.033
0.299000,-0.0565,0.7686,0.6913,1.035
0.300000,-0.0526,0.7669,0.6857,1.030
0.300000,-0.0492,0.7652,0.6830,1.027
0.300000,-0.0490,0.7603,0.6789,1.020
0.301000,-0.0431,0.7593,0.6703,1.014
0.301000,-0.0377,0.7610,0.6574,1.006
0.301000,-0.0377,0.7610,0.6520,1.003
0.301000,-0.0326,0.7610,0.6471,0.999
0.302000,-0.0280,0.7661,0.6395,0.998
0.302000,-0.0209,0.7674,0.6337,0.995
0.302000,-0.0140,0.7703,0.6288,0.994
0.302000,-0.0092,0.7681,0.6242,0.990
0.303000,-0.0075,0.7715,0.6261,0.994
0.303000,-0.0057,0.7695,0.6278,0.993
0.303000,-0.0057,0.7727,0.6376,1.002
0.303000,-0.0114,0.7710,0.6434,1.004
0.304000,-0.0148,0.7717,0.6444,1.006
0.304000,-0.0219,0.7654,0.6503,1.005
0.304000,-0.0238,0.7605,0.6544,1.004
0.304000,-0.0223,0.7551,0.6605,1.004
0.305000,-0.0219,0.7507,0.6708,1.007
0.305000,-0.0216,0.7420,0.6784,1.006
0.305000,-0.0211,0.7371,0.6811,1.004
0.306000,-0.0228,0.7351,0.6832,1.004
