time,gFx,gFy,gFz,TgF
0.317000,-0.0197,0.1714,0.7983,0.817
0.318000,-0.0138,0.1812,0.8041,0.824
0.319000,-0.0018,0.1853,0.8339,0.854
0.320000,-0.0001,0.1790,0.8749,0.893
0.321000,-0.0004,0.1677,0.9143,0.930
0.322000,0.0023,0.1536,0.9501,0.962
0.322000,0.0067,0.1416,0.9858,0.996
0.323000,0.0160,0.1311,1.0134,1.022
0.324000,0.0262,0.1223,1.0405,1.048
0.324000,0.0355,0.1155,1.0656,1.072
0.325000,0.0365,0.1130,1.0825,1.089
0.327000,0.0343,0.1079,1.0954,1.101
0.327000,0.0243,0.1094,1.1008,1.106
0.328000,0.0160,0.1091,1.0991,1.105
0.329000,0.0079,0.1169,1.0908,1.097
0.330000,0.0003,0.1252,1.0778,1.085
0.330000,-0.0026,0.1270,1.0632,1.071
0.331000,-0.0036,0.1338,1.0417,1.050
0.331000,-0.0018,0.1360,1.0232,1.032
0.331000,0.0011,0.1370,1.0056,1.015
0.332000,0.0040,0.1375,0.9890,0.998
0.332000,0.0069,0.1375,0.9794,0.989
0.332000,0.0104,0.1367,0.9775,0.987
0.332000,0.0111,0.1392,0.9792,0.989
0.333000,0.0096,0.1404,0.9860,0.996
0.333000,0.0094,0.1409,0.9961,1.006
0.333000,0.0047,0.1382,1.0117,1.021
0.334000,-0.0058,0.1370,1.0251,1.034
0.334000,-0.0136,0.1382,1.0349,1.044
0.334000,-0.0209,0.1357,1.0444,1.053
0.334000,-0.0226,0.1345,1.0517,1.061
0.335000,-0.0248,0.1331,1.0525,1.061
0.335000,-0.0224,0.1321,1.0461,1.055
0.335000,-0.0211,0.1323,1.0371,1.046
0.335000,-0.0194,0.1343,1.0278,1.037
0.336000,-0.0148,0.1289,1.0134,1.022
0.336000,-0.0106,0.1306,0.9965,1.005
0.336000,-0.0102,0.1336,0.9799,0.989
0.337000,-0.0084,0.1360,0.9636,0.973
0.337000,-0.0062,0.1360,0.9465,0.956
0.337000,-0.0094,0.1382,0.9321,0.942
0.338000,-0.0121,0.1419,0.9196,0.931
0.338000,-0.0175,0.1399,0.9072,0.918
0.338000,-0.0123,0.1497,0.8996,0.912
0.338000,-0.0141,0.1533,0.8974,0.911
0.339000,-0.0092,0.1570,0.8942,0.908
0.339000,-0.0128,0.1575,0.8918,0.906
0.339000,-0.0138,0.1580,0.8908,0.905
0.340000,-0.0114,0.1575,0.8952,0.909
0.340000,-0.0077,0.1565,0.9038,0.917
0.340000,-0.0048,0.1560,0.9130,0.926
0.341000,-0.0011,0.1536,0.9230,0.936
0.341000,0.0052,0.1511,0.9326,0.945
0.341000,0.0045,0.1453,0.9409,0.952
0.342000,0.0067,0.1414,0.9516,0.962
0.342000,0.0038,0.1406,0.9582,0.968
0.342000,0.0035,0.1384,0.9643,0.974
0.343000,0.0001,0.1389,0.9685,0.978
0.343000,0.0028,0.1436,0.9704,0.981
0.343000,0.0040,0.1477,0.9658,0.977
0.344000,-0.0009,0.1465,0.9592,0.970
0.344000,-0.0014,0.1436,0.9638,0.974
0.344000,-0.0067,0.1399,0.9670,0.977
0.345000,-0.0121,0.1436,0.9743,0.985
0.345000,-0.0145,0.1414,0.9829,0.993
0.345000,-0.0148,0.1419,0.9963,1.006
0.345000,-0.0111,0.1389,1.0097,1.019
0.346000,-0.0111,0.1382,1.0202,1.030
