time,gFx,gFy,gFz,TgF
0.005000,-0.1474,0.5144,0.8743,1.025
0.006000,-0.1379,0.5243,0.8786,1.032
0.006000,-0.1247,0.5079,0.8755,1.020
0.013000,-0.1167,0.4713,0.8761,1.002
0.014000,-0.1189,0.4365,0.8628,0.974
0.017000,-0.1236,0.4104,0.8521,0.954
0.022000,-0.1214,0.3971,0.8535,0.949
0.031000,-0.1138,0.3947,0.8628,0.956
0.032000,-0.1110,0.4035,0.8733,0.968
0.039000,-0.1153,0.4146,0.8862,0.985
0.043000,-0.1201,0.4272,0.8984,1.002
0.056000,-0.1195,0.4400,0.9090,1.017
0.057000,-0.1169,0.4524,0.9162,1.028
0.058000,-0.1072,0.4569,0.9248,1.037
0.064000,-0.1021,0.4540,0.9167,1.028
0.066000,-0.0956,0.4484,0.9144,1.023
0.071000,-0.0892,0.4365,0.9125,1.015
0.076000,-0.0781,0.4254,0.9086,1.006
0.107000,-0.0666,0.4118,0.9032,0.995
0.111000,-0.0581,0.4024,0.8965,0.984
0.113000,-0.0511,0.3964,0.8965,0.982
0.113000,-0.0457,0.3900,0.8984,0.981
0.114000,-0.0409,0.3884,0.9029,0.984
0.115000,-0.0390,0.3885,0.9070,0.988
0.116000,-0.0370,0.3909,0.9048,0.986
0.117000,-0.0390,0.3953,0.9045,0.988
0.128000,-0.0395,0.4000,0.8995,0.985
0.129000,-0.0378,0.4055,0.8982,0.986
0.133000,-0.0383,0.4112,0.8931,0.984
0.144000,-0.0399,0.4138,0.8959,0.988
0.144000,-0.0431,0.4151,0.8978,0.990
0.148000,-0.0460,0.4197,0.9036,0.997
0.150000,-0.0443,0.4215,0.9011,0.996
0.155000,-0.0465,0.4219,0.9015,0.996
0.160000,-0.0442,0.4225,0.8989,0.994
0.172000,-0.0426,0.4211,0.9016,0.996
0.173000,-0.0393,0.4217,0.9019,0.996
0.176000,-0.0359,0.4220,0.9038,0.998
0.184000,-0.0321,0.4189,0.9022,0.995
0.187000,-0.0294,0.4169,0.9023,0.994
0.190000,-0.0268,0.4129,0.9027,0.993
0.231000,-0.0257,0.4115,0.9018,0.992
0.236000,-0.0219,0.4121,0.9084,0.998
0.237000,-0.0209,0.4114,0.9082,0.997
0.237000,-0.0212,0.4088,0.9119,1.000
0.238000,-0.0226,0.4086,0.9150,1.002
0.239000,-0.0241,0.4066,0.9171,1.003
0.240000,-0.0257,0.4024,0.9145,0.999
0.240000,-0.0258,0.4015,0.9100,0.995
0.241000,-0.0236,0.3973,0.9101,0.993
0.242000,-0.0220,0.3972,0.9051,0.989
0.251000,-0.0209,0.3960,0.9102,0.993
0.251000,-0.0175,0.3982,0.9039,0.988
0.255000,-0.0142,0.3988,0.9014,0.986
0.260000,-0.0134,0.4013,0.8990,0.985
0.264000,-0.0117,0.4038,0.8994,0.986
0.269000,-0.0107,0.4040,0.8926,0.980
0.274000,-0.0107,0.4084,0.8898,0.979
0.279000,-0.0097,0.4102,0.8862,0.977
0.284000,-0.0106,0.4157,0.8879,0.980
0.290000,-0.0106,0.4183,0.8902,0.984
0.294000,-0.0133,0.4170,0.8956,0.988
0.300000,-0.0145,0.4200,0.9070,1.000
0.304000,-0.0134,0.4194,0.9212,1.012
0.309000,-0.0136,0.4187,0.9372,1.027
0.329000,-0.0122,0.4167,0.9464,1.034
0.330000,-0.0101,0.4137,0.9549,1.041
0.330000,-0.0086,0.4088,0.9568,1.041
0.331000,-0.0059,0.4038,0.9613,1.043
0.338000,-0.0022,0.4015,0.9590,1.040
0.344000,0.0015,0.3963,0.9588,1.037
0.346000,0.0075,0.3921,0.9568,1.034
0.389000,0.0116,0.3891,0.9532,1.030
0.394000,0.0139,0.3866,0.9496,1.025
0.395000,0.0137,0.3865,0.9412,1.018
0.396000,0.0100,0.3868,0.9394,1.016
0.397000,0.0070,0.3884,0.9353,1.013
0.398000,0.0040,0.3887,0.9337,1.011
0.399000,-0.0003,0.3954,0.9336,1.014
0.400000,-0.0057,0.3990,0.9340,1.016
0.401000,-0.0066,0.4031,0.9335,1.017
0.401000,-0.0120,0.4055,0.9340,1.018
0.402000,-0.0152,0.4093,0.9350,1.021
0.403000,-0.0188,0.4129,0.9397,1.027
0.414000,-0.0165,0.4127,0.9445,1.031
0.415000,-0.0146,0.4166,0.9444,1.032
0.431000,-0.0160,0.4181,0.9408,1.030
0.432000,-0.0172,0.4205,0.9342,1.025
0.433000,-0.0129,0.4236,0.9267,1.019
0.438000,-0.0104,0.4223,0.9171,1.010
0.444000,-0.0043,0.4209,0.9069,1.000
0.445000,-0.0013,0.4203,0.9010,0.994
0.487000,-0.0021,0.4219,0.8987,0.993
0.488000,0.0010,0.4232,0.9026,0.997
0.489000,0.0064,0.4240,0.9124,1.006
0.490000,0.0067,0.4258,0.9195,1.013
0.491000,0.0092,0.4218,0.9270,1.018
0.492000,0.0070,0.4183,0.9282,1.018
0.493000,0.0049,0.4181,0.9295,1.019
0.493000,0.0045,0.4165,0.9351,1.024
0.494000,0.0032,0.4165,0.9405,1.029
0.495000,-0.0031,0.4194,0.9403,1.030
0.496000,-0.0082,0.4271,0.9460,1.038
0.553000,-0.0137,0.4342,0.9419,1.037
0.560000,-0.0178,0.4409,0.9362,1.035
0.563000,-0.0201,0.4501,0.9337,1.037
0.564000,-0.0218,0.4536,0.9299,1.035
0.565000,-0.0252,0.4536,0.9290,1.034
0.566000,-0.0288,0.4527,0.9250,1.030
0.567000,-0.0280,0.4496,0.9221,1.026
