time,gFx,gFy,gFz,TgF
0.009000,-0.1816,0.1927,0.9434,0.980
0.010000,-0.1684,0.1978,0.9720,1.006
0.011000,-0.1549,0.2074,0.9952,1.028
0.012000,-0.1390,0.2238,1.0032,1.037
0.012000,-0.1236,0.2396,1.0129,1.048
0.016000,-0.1062,0.2592,1.0229,1.061
0.024000,-0.0843,0.2687,1.0275,1.065
0.028000,-0.0642,0.2812,1.0289,1.069
0.032000,-0.0566,0.2921,1.0199,1.062
0.037000,-0.0562,0.3036,1.0137,1.060
0.046000,-0.0614,0.3090,1.0109,1.059
0.047000,-0.0740,0.3054,1.0018,1.050
0.052000,-0.0740,0.3054,1.0018,1.050
0.062000,-0.0806,0.3004,0.9991,1.046
0.063000,-0.0890,0.2946,0.9930,1.040
0.067000,-0.0976,0.2873,0.9885,1.034
0.073000,-0.1019,0.2773,0.9922,1.035
0.089000,-0.1044,0.2703,0.9911,1.033
0.090000,-0.1035,0.2639,0.9882,1.028
0.091000,-0.1012,0.2530,0.9755,1.013
0.092000,-0.0978,0.2495,0.9653,1.002
0.100000,-0.0969,0.2458,0.9593,0.995
0.103000,-0.0948,0.2469,0.9562,0.992
0.129000,-0.0936,0.2453,0.9600,0.995
0.134000,-0.0931,0.2453,0.9544,0.990
0.135000,-0.0911,0.2470,0.9521,0.988
0.135000,-0.0923,0.2482,0.9507,0.987
0.137000,-0.0984,0.2475,0.9516,0.988
0.138000,-0.1076,0.2456,0.9531,0.990
0.139000,-0.1165,0.2488,0.9570,0.996
0.139000,-0.1218,0.2488,0.9600,0.999
0.147000,-0.1248,0.2525,0.9606,1.001
0.150000,-0.1300,0.2521,0.9584,0.999
0.160000,-0.1331,0.2521,0.9614,1.003
0.162000,-0.1333,0.2502,0.9569,0.998
0.166000,-0.1352,0.2513,0.9549,0.997
0.171000,-0.1374,0.2526,0.9526,0.995
0.175000,-0.1377,0.2498,0.9568,0.998
0.180000,-0.1337,0.2505,0.9636,1.005
0.185000,-0.1306,0.2544,0.9725,1.014
0.192000,-0.1241,0.2590,0.9682,1.010
0.193000,-0.1167,0.2642,0.9623,1.005
0.200000,-0.1067,0.2684,0.9529,0.996
0.205000,-0.0999,0.2708,0.9447,0.988
0.209000,-0.0950,0.2688,0.9464,0.988
0.215000,-0.0947,0.2648,0.9512,0.992
0.219000,-0.0961,0.2594,0.9558,0.995
0.241000,-0.0996,0.2497,0.9645,1.001
0.247000,-0.1043,0.2404,0.9771,1.012
0.248000,-0.1080,0.2307,0.9827,1.015
0.248000,-0.1101,0.2173,0.9806,1.010
0.249000,-0.1079,0.2018,0.9795,1.006
0.252000,-0.1088,0.1883,0.9811,1.005
0.253000,-0.1124,0.1761,0.9880,1.010
0.259000,-0.1156,0.1694,0.9969,1.018
0.264000,-0.1173,0.1684,0.9988,1.020
0.269000,-0.1167,0.1708,0.9984,1.020
0.275000,-0.1146,0.1710,0.9990,1.020
0.279000,-0.1124,0.1747,0.9913,1.013
0.286000,-0.1065,0.1779,0.9940,1.015
0.287000,-0.1024,0.1802,0.9915,1.013
0.294000,-0.0983,0.1783,0.9973,1.018
0.299000,-0.0949,0.1783,1.0014,1.022
0.304000,-0.0907,0.1794,1.0027,1.023
0.310000,-0.0900,0.1828,0.9971,1.018
0.311000,-0.0931,0.1884,0.9894,1.011
0.319000,-0.0965,0.1932,0.9762,1.000
0.324000,-0.1008,0.2016,0.9732,0.999
0.346000,-0.1080,0.2058,0.9675,0.995
0.350000,-0.1191,0.2086,0.9643,0.994
0.351000,-0.1257,0.2073,0.9642,0.994
0.353000,-0.1307,0.2041,0.9611,0.991
0.354000,-0.1374,0.2011,0.9551,0.986
0.355000,-0.1443,0.2003,0.9470,0.979
0.359000,-0.1508,0.1958,0.9383,0.970
0.370000,-0.1535,0.1937,0.9304,0.963
0.372000,-0.1576,0.1937,0.9175,0.951
0.373000,-0.1633,0.1943,0.9103,0.945
0.378000,-0.1688,0.1974,0.8979,0.935
0.383000,-0.1731,0.2009,0.8917,0.930
0.388000,-0.1782,0.2083,0.8897,0.931
0.392000,-0.1826,0.2138,0.8872,0.931
0.398000,-0.1824,0.2164,0.8872,0.931
0.407000,-0.1844,0.2221,0.8901,0.936
0.407000,-0.1879,0.2300,0.8910,0.939
0.413000,-0.1919,0.2382,0.8980,0.949
0.417000,-0.1917,0.2484,0.9089,0.962
0.424000,-0.1929,0.2579,0.9185,0.973
0.426000,-0.1936,0.2670,0.9257,0.983
0.431000,-0.1920,0.2739,0.9373,0.995
0.437000,-0.1922,0.2805,0.9462,1.005
0.444000,-0.1899,0.2835,0.9524,1.012
0.446000,-0.1843,0.2846,0.9570,1.015
0.452000,-0.1793,0.2840,0.9579,1.015
0.458000,-0.1749,0.2842,0.9538,1.010
0.466000,-0.1735,0.2831,0.9417,0.999
0.467000,-0.1727,0.2817,0.9317,0.989
0.471000,-0.1686,0.2819,0.9201,0.977
0.496000,-0.1676,0.2794,0.9116,0.968
0.497000,-0.1640,0.2766,0.9012,0.957
0.498000,-0.1583,0.2719,0.8921,0.946
0.500000,-0.1509,0.2616,0.8826,0.933
0.500000,-0.1443,0.2516,0.8728,0.920
0.501000,-0.1335,0.2452,0.8677,0.911
0.506000,-0.1252,0.2355,0.8665,0.907
0.551000,-0.1182,0.2331,0.8740,0.912
0.558000,-0.1162,0.2391,0.8903,0.929
0.559000,-0.1248,0.2504,0.9154,0.957
0.560000,-0.1347,0.2621,0.9307,0.976
0.562000,-0.1399,0.2634,0.9470,0.993
0.563000,-0.1418,0.2642,0.9560,1.002
0.564000,-0.1399,0.2643,0.9580,1.004
0.565000,-0.1390,0.2684,0.9510,0.998
0.566000,-0.1387,0.2719,0.9501,0.998
0.567000,-0.1375,0.2786,0.9470,0.997
0.568000,-0.1383,0.2789,0.9445,0.994
0.569000,-0.1379,0.2771,0.9388,0.989
0.570000,-0.1360,0.2739,0.9415,0.990
0.607000,-0.1383,0.2692,0.9437,0.991
0.608000,-0.1402,0.2604,0.9434,0.989
0.609000,-0.1439,0.2505,0.9470,0.990
0.610000,-0.1476,0.2443,0.9480,0.990
0.610000,-0.1581,0.2404,0.9476,0.990
0.611000,-0.1608,0.2425,0.9472,0.991
0.612000,-0.1645,0.2444,0.9525,0.997
0.613000,-0.1690,0.2497,0.9586,1.005
0.614000,-0.1750,0.2554,0.9686,1.017
0.621000,-0.1718,0.2528,0.9794,1.026
0.626000,-0.1645,0.2522,0.9868,1.032
0.660000,-0.1578,0.2500,0.9871,1.030
0.667000,-0.1510,0.2455,0.9983,1.039
0.669000,-0.1538,0.2440,1.0081,1.049
0.670000,-0.1584,0.2399,1.0280,1.067
0.670000,-0.1618,0.2359,1.0478,1.086
0.671000,-0.1617,0.2314,1.0553,1.092
0.672000,-0.1637,0.2292,1.0552,1.092
0.673000,-0.1661,0.2279,1.0528,1.090
0.674000,-0.1665,0.2238,1.0493,1.086
0.675000,-0.1632,0.2229,1.0411,1.077
0.701000,-0.1600,0.2180,1.0330,1.068
0.703000,-0.1585,0.2116,1.0263,1.060
0.703000,-0.1603,0.2060,1.0214,1.054
0.704000,-0.1625,0.1984,1.0167,1.049
0.708000,-0.1647,0.1920,1.0094,1.041
0.709000,-0.1749,0.1834,0.9883,1.020
0.709000,-0.1818,0.1796,0.9801,1.013
0.794000,-0.1818,0.1796,0.9801,1.013
0.799000,-0.1862,0.1746,0.9692,1.002
0.799000,-0.1880,0.1719,0.9530,0.986
0.800000,-0.1932,0.1683,0.9463,0.980
0.801000,-0.1979,0.1635,0.9391,0.974
0.802000,-0.2053,0.1628,0.9336,0.970
0.802000,-0.2125,0.1586,0.9254,0.963
0.803000,-0.2216,0.1603,0.9189,0.959
0.804000,-0.2294,0.1595,0.9124,0.954
0.804000,-0.2344,0.1600,0.9240,0.967
0.805000,-0.2380,0.1596,0.9334,0.976
0.805000,-0.2405,0.1579,0.9318,0.975
0.806000,-0.2393,0.1633,0.9248,0.969
0.807000,-0.2317,0.1658,0.9253,0.968
